,PROVINCIA,Código municipio (INE),MUNICIPIO,Código comarca,COMARCA,GRUPO DE CULTIVO,Código cultivo,CULTIVO,SECANO (hectáreas),REGADIO (hectáreas),SUPERFICIE CULTIVADA (hectáreas),año
8152,VALENCIA,46212,REAL,20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,3,3,2017
8153,VALENCIA,46212,REAL,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,2,27,29,2017
8154,VALENCIA,46212,REAL,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,4,20,24,2017
8155,VALENCIA,46212,REAL,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,8,8,2017
8156,VALENCIA,46212,REAL,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,32,3,35,2017
8160,VALENCIA,46212,REAL,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,73,73,2017
8176,VALENCIA,46213,REQUENA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1201,MANZANO,1,1,2,2017
8177,VALENCIA,46213,REQUENA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1207,CEREZO Y GUINDO,2,12,14,2017
8178,VALENCIA,46213,REQUENA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1208,MELOCOTONERO,1,14,15,2017
8179,VALENCIA,46213,REQUENA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1209,CIRUELO,4,2,6,2017
8180,VALENCIA,46213,REQUENA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,2990,200,3190,2017
8181,VALENCIA,46213,REQUENA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,10,43,53,2017
8184,VALENCIA,46213,REQUENA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,12173,CAQUI,0,10,10,2017
8198,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,750,750,2017
8199,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,480,480,2017
8200,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,CITRICOS,1105,POMELO,0,3,3,2017
8201,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,7,7,2017
8202,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,FRUTALES,1206,ALBARICOQUERO,0,1,1,2017
8203,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,FRUTALES,1208,MELOCOTONERO,0,12,12,2017
8204,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,FRUTALES,1212,GRANADO,0,15,15,2017
8205,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,25,2,27,2017
8206,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,FRUTALES,1219,NOGAL,0,3,3,2017
8210,VALENCIA,46214,RIBA-ROJA DE TÚRIA,11,EL CAMP DE TÚRIA,FRUTALES,12173,CAQUI,0,12,12,2017
8215,VALENCIA,46215,RIOLA,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,223,223,2017
8216,VALENCIA,46215,RIOLA,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,33,33,2017
8217,VALENCIA,46215,RIOLA,21,LA RIBERA BAIXA,FRUTALES,1218,ALMENDRO,0,1,1,2017
8218,VALENCIA,46215,RIOLA,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,10,10,2017
8222,VALENCIA,46216,ROCAFORT,13,L'HORTA NORD,CITRICOS,1101,NARANJO DULCE,0,6,6,2017
8223,VALENCIA,46216,ROCAFORT,13,L'HORTA NORD,CITRICOS,1103,MANDARINO,0,3,3,2017
8232,VALENCIA,46217,ROTGLÀ I CORBERÀ,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,95,95,2017
8233,VALENCIA,46217,ROTGLÀ I CORBERÀ,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,120,120,2017
8234,VALENCIA,46217,ROTGLÀ I CORBERÀ,23,LA COSTERA,CITRICOS,1105,POMELO,0,1,1,2017
