,producto,subtipo,tipo_comercial,mercado,mes,semana,precio_max,precio_min
2998,04 Frutos secos,Almendra,Almendra Comuna,Alicante,enero,Semana+01,"4,26 ","4,16"
2999,04 Frutos secos,Almendra,Almendra Comuna,Castellón,enero,Semana+01,"4,25 ","3,95"
3000,04 Frutos secos,Almendra,Almendra Largueta,Alicante,enero,Semana+01,"5,01 ","4,91"
3001,04 Frutos secos,Almendra,Almendra Marcona,Alicante,enero,Semana+01,"5,11 ","5,01"
3002,04 Frutos secos,Almendra,Almendra Marcona,Castellón,enero,Semana+01,"4,95 ","4,80"
3003,04 Frutos secos,Almendra,Almendra Planeta,Alicante,enero,Semana+01,"4,31 ","4,21"
3004,04 Frutos secos,Avellana,Avellana corriente,Lonja de Reus,enero,Semana+01,"3,47 ","3,47 "
3005,04 Frutos secos,Avellana,Avellana negreta,Lonja de Reus,enero,Semana+01,"3,62 ","3,62 "
3006,05 Flor cortada,Clavel,Clavel,Alicante,enero,Semana+01,"0,15 ","0,15 "
3007,05 Flor cortada,Crisantemo,Crisantemo,Alicante,enero,Semana+01,"1,50 ","1,50 "
3008,05 Flor cortada,Esparraguera,Esparraguera,Alicante,enero,Semana+01,"1,60 ","1,60 "
3009,05 Flor cortada,Gerbera,Gerbera,Alicante,enero,Semana+01,"0,25 ","0,25 "
3010,05 Flor cortada,Gladiolo,Gladiolo,Alicante,enero,Semana+01,"0,40 ","0,40 "
3011,05 Flor cortada,Rosa,Rosa roja,Alicante,enero,Semana+01,"0,50 ","0,50 "
3012,05 Flor cortada,Statice,Statice,Alicante,enero,Semana+01,"1,35 ","1,35 "
3013,07 Cereales,Arroz,Arroz cáscara redondo,Valencia,enero,Semana+01,"0,29 ","0,29 "
3014,07 Cereales,Cebada,Cebada pienso<62kg/Hl,Lonja de Albacete,enero,Semana+01,"0,162 ","0,162 "
3015,07 Cereales,Cebada,Cebada pienso>62kg/Hl,Lonja de Albacete,enero,Semana+01,"0,169","0,169"
3016,07 Cereales,Maíz,Maíz secadero,Lonja de Albacete,enero,Semana+01,"0,168 ","0,168 "
3017,08 Industriales,Aceite oliva,Aceite oliva lampante>2º,Castellón,enero,Semana+01,"3,35 ","3,20"
3018,08 Industriales,Aceite oliva,"Aceite oliva virgen 0,8º-2º",Castellón,enero,Semana+01,"3,55 ","3,50"
3019,08 Industriales,Aceite oliva,"Aceite oliva virgen extra<0,8º",Castellón,enero,Semana+01,"3,75 ","3,65"
3020,08 Industriales,Garrofa entera,Garrofa entera,Castellón,enero,Semana+01,"0,50 ","0,50 "
3021,08 Industriales,Girasol,"Pipa -9,2,44-",Lonja de Albacete,enero,Semana+01,"0,30 ","0,30 "
3022,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,enero,Semana+01,"0,62 ","0,62 "
3023,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,enero,Semana+01,"0,22 ","0,17"
3024,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,enero,Semana+01,"0,05 ","0,05 "
3025,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,enero,Semana+01,"3,39 ","3,33"
3026,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,enero,Semana+01,"3,27 ","3,21"
3027,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,enero,Semana+01,"3,15 ","3,09"
3028,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,enero,Semana+01,"2,82 ","2,76"
3029,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,enero,Semana+01,"1,15 ","1,15 "
3030,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,enero,Semana+01,"0,560 ","0,560 "
3031,10 Ganaderos,Porcino,Porcino graso,Mercolleida,enero,Semana+01,"0,995 ","0,995 "
3032,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,enero,Semana+01,"38,50 ","38,50 "
3033,10 Ganaderos,Porcino,Porcino normal,Mercolleida,enero,Semana+01,"1,007 ","1,007 "
3034,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,enero,Semana+01,"1,019 ","1,019 "
3035,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,enero,Semana+01,"1,82 ","1,82 "
3036,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,enero,Semana+01,"1,76 ","1,76 "
3037,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,enero,Semana+01,"1,66 ","1,66 "
3038,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,enero,Semana+01,"1,34 ","1,34 "
3039,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,enero,Semana+01,"1,82 ","1,82 "
3040,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,enero,Semana+01,"1,76 ","1,76 "
3041,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,enero,Semana+01,"1,66 ","1,66 "
3042,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,enero,Semana+01,"1,34 ","1,34 "
3043,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,enero,Semana+01,"4,58 ","4,58 "
3044,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,enero,Semana+01,"4,39 ","4,39 "
3045,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,enero,Semana+01,"4,19 ","4,19 "
3046,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,enero,Semana+01,"3,97 ","3,97 "
3047,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,enero,Semana+01,"4,52 ","4,52 "
3048,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,enero,Semana+01,"4,25 ","4,25 "
3049,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,enero,Semana+01,"4,06 ","4,06 "
3050,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,enero,Semana+01,"3,86 ","3,86 "
3051,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,enero,Semana+01,"4,50 ","4,50 "
3052,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,enero,Semana+01,"4,23 ","4,23 "
3053,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,enero,Semana+01,"4,06 ","4,06 "
3054,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,enero,Semana+01,"3,82 ","3,82 "
3055,12 Vacuno,"Ternero, menos 280 kg",1. Excelente (E),Lonja de Binéfar,enero,Semana+01,"4,35 ","4,35 "
3056,12 Vacuno,"Ternero, menos 280 kg",2. Muy buena (U),Lonja de Binéfar,enero,Semana+01,"4,21 ","4,21 "
3057,12 Vacuno,"Ternero, menos 280 kg",3. Buena (R),Lonja de Binéfar,enero,Semana+01,"4,02 ","4,02 "
3058,12 Vacuno,"Ternero, menos 280 kg",4. Menos buena (O),Lonja de Binéfar,enero,Semana+01,"3,57 ","3,57 "
3060,01 Cítricos,Clementinas,Clementina Clemenules,Alicante,enero,Semana+52,"0,40 ","0,30"
3061,01 Cítricos,Clementinas,Clementina Clemenules,Castellón,enero,Semana+52,"0,44 ","0,20"
3062,01 Cítricos,Clementinas,Clementina Fina,Castellón,enero,Semana+52,"0,44 ","0,33"
3063,01 Cítricos,Clementinas,Clementina Hernandina,Castellón,enero,Semana+52,"0,42 ","0,33"
3064,01 Cítricos,Clementinas,Clementina Hernandina,Valencia,enero,Semana+52,"0,36 ","0,25"
3065,01 Cítricos,Clementinas,Clementina Orogrande,Alicante,enero,Semana+52,"0,40 ","0,30"
3066,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Alicante,enero,Semana+52,"0,40 ","0,28"
3067,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Castellón,enero,Semana+52,"0,35 ","0,23"
3068,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Valencia,enero,Semana+52,"0,30 ","0,21"
3069,01 Cítricos,Otras Mandarinas,Mandarina Nadorcott,Alicante,enero,Semana+52,"0,80 ","0,78"
3070,01 Cítricos,Otras Mandarinas,Mandarina Nadorcott,Valencia,enero,Semana+52,"0,70 ","0,51"
3071,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Alicante,enero,Semana+52,"0,32 ","0,30"
3072,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Castellón,enero,Semana+52,"0,27 ","0,20"
3073,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Valencia,enero,Semana+52,"0,25 ","0,21"
3074,01 Cítricos,Naranjas,Naranja Navel Lane Late,Alicante,enero,Semana+52,"0,33 ","0,32"
3075,01 Cítricos,Naranjas,Naranja Navel Lane Late,Castellón,enero,Semana+52,"0,30 ","0,23"
3076,01 Cítricos,Naranjas,Naranja Navel Lane Late,Valencia,enero,Semana+52,"0,32 ","0,21"
3077,01 Cítricos,Naranjas,Naranja Navel Powel,Castellón,enero,Semana+52,"0,34 ","0,33"
3078,01 Cítricos,Naranjas,Naranja Navelina,Alicante,enero,Semana+52,"0,24 ","0,19"
3079,01 Cítricos,Naranjas,Naranja Sanguinelli,Valencia,enero,Semana+52,"0,40 ","0,23"
3080,01 Cítricos,Naranjas,Naranja W. Navel,Castellón,enero,Semana+52,"0,21 ","0,19"
3081,01 Cítricos,Naranjas,Naranja W. Navel,Valencia,enero,Semana+52,"0,23 ","0,20"
3082,01 Cítricos,Naranjas Blancas,Salustiana,Castellón,enero,Semana+52,"0,23 ","0,23 "
3083,01 Cítricos,Naranjas Blancas,Salustiana,Valencia,enero,Semana+52,"0,23 ","0,19"
3084,01 Cítricos,Naranjas Blancas,Valencia Late,Alicante,enero,Semana+52,"0,32 ","0,30"
3085,01 Cítricos,Naranjas Blancas,Valencia Late,Castellón,enero,Semana+52,"0,30 ","0,26"
3086,01 Cítricos,Limón Fino,Limón Fino/Primofiori (Todo Limón),Alicante,enero,Semana+52,"0,40 ","0,35"
3087,01 Cítricos,Pomelos,Pomelo rojo,Valencia,enero,Semana+52,"0,15 ","0,15 "
3088,02 Frutales,Granada,Granada Mollar,Alicante,enero,Semana+52,"0,71 ","0,42"
3089,02 Frutales,Manzana,Manzana Fuji,Alicante,enero,Semana+52,"0,85 ","0,85 "
3090,02 Frutales,Manzana,Manzana Starking,Alicante,enero,Semana+52,"1,05 ","0,95"
3091,03 Hortalizas,Acelga,Acelga,Alicante,enero,Semana+52,"0,40 ","0,31"
3092,03 Hortalizas,Acelga,Acelga,Valencia,enero,Semana+52,"0,73 ","0,65"
3093,03 Hortalizas,Ajo tierno,Ajo tierno,Alicante,enero,Semana+52,"1,30 ","1,06"
3094,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Alicante,enero,Semana+52,"1,31 ","0,50"
3095,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Castellón,enero,Semana+52,"1,25 ","0,80"
3096,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Valencia,enero,Semana+52,"1,20 ","0,70"
3097,03 Hortalizas,Alcachofa,Alcachofa industria corazones,Alicante,enero,Semana+52,"0,70 ","0,50"
3098,03 Hortalizas,Alcachofa,Alcachofa industria perolas,Alicante,enero,Semana+52,"0,30 ","0,17"
3099,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Alicante,enero,Semana+52,"0,30 ","0,22"
3100,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Castellón,enero,Semana+52,"0,30 ","0,25"
3101,03 Hortalizas,Apio,Apio verde,Alicante,enero,Semana+52,"0,14 ","0,12"
3102,03 Hortalizas,Berenjena,Berenjena rayada,Alicante,enero,Semana+52,"1,55 ","1,55 "
3103,03 Hortalizas,Boniato,Boniato blanco,Alicante,enero,Semana+52,"0,56 ","0,41"
3104,03 Hortalizas,Boniato,Boniato blanco,Valencia,enero,Semana+52,"0,36 ","0,36 "
3105,03 Hortalizas,Boniato,Boniato rojo,Alicante,enero,Semana+52,"0,50 ","0,40"
3106,03 Hortalizas,Calabacín,Calabacín,Alicante,enero,Semana+52,"0,88 ","0,88 "
3107,03 Hortalizas,Calabacín,Calabacín blanco,Castellón,enero,Semana+52,"1,50 ","1,40"
3108,03 Hortalizas,Calabaza,Calabaza redonda,Valencia,enero,Semana+52,"0,45 ","0,30"
3109,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Alicante,enero,Semana+52,"0,34 ","0,16"
3110,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Castellón,enero,Semana+52,"0,25 ","0,25 "
3111,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Valencia,enero,Semana+52,"0,25 ","0,20"
3112,03 Hortalizas,Cebolla tierna,Cebolla tierna,Valencia,enero,Semana+52,"0,33 ","0,22"
3113,03 Hortalizas,Col,Col china,Castellón,enero,Semana+52,"0,40 ","0,40 "
3114,03 Hortalizas,Col,Col lombarda,Castellón,enero,Semana+52,"0,30 ","0,25"
3115,03 Hortalizas,Col Brócoli,Col brócoli,Alicante,enero,Semana+52,"0,50 ","0,38"
3116,03 Hortalizas,Col Brócoli,Col brócoli,Castellón,enero,Semana+52,"0,90 ","0,60"
3117,03 Hortalizas,Col Brócoli,Col brocoli industria,Alicante,enero,Semana+52,"0,15 ","0,12"
3118,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Alicante,enero,Semana+52,"0,43 ","0,20"
3119,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Castellón,enero,Semana+52,"0,25 ","0,25 "
3120,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Valencia,enero,Semana+52,"0,18 ","0,12"
3121,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Castellón,enero,Semana+52,"0,35 ","0,25"
3122,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Alicante,enero,Semana+52,"0,67 ","0,42"
3123,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Castellón,enero,Semana+52,"0,59 ","0,35"
3124,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Valencia,enero,Semana+52,"0,67 ","0,56"
3125,03 Hortalizas,Escarola,Escarola hoja ancha lisa,Alicante,enero,Semana+52,"0,30 ","0,28"
3126,03 Hortalizas,Escarola,Escarola hoja ancha lisa,Castellón,enero,Semana+52,"0,30 ","0,30 "
3127,03 Hortalizas,Escarola,Escarola hoja rizada,Alicante,enero,Semana+52,"0,32 ","0,30"
3128,03 Hortalizas,Escarola,Escarola hoja rizada,Castellón,enero,Semana+52,"0,57 ","0,30"
3129,03 Hortalizas,Escarola,Escarola hoja rizada,Valencia,enero,Semana+52,"0,50 ","0,50 "
3130,03 Hortalizas,Escarola,Escarola industria,Castellón,enero,Semana+52,"0,35 ","0,35 "
3131,03 Hortalizas,Espinaca verde,Espinaca verde,Valencia,enero,Semana+52,"1,31 ","1,07"
3132,03 Hortalizas,Haba,Habas Muchamiel,Alicante,enero,Semana+52,"2,44 ","2,25"
3133,03 Hortalizas,Judía Roja,Judía roja (roget),Castellón,enero,Semana+52,"2,50 ","2,50 "
3134,03 Hortalizas,Judía verde,Judías verdes Perona,Castellón,enero,Semana+52,"2,50 ","2,50 "
3135,03 Hortalizas,Lechuga,Lechuga Iceberg,Alicante,enero,Semana+52,"0,75 ","0,43"
3136,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,enero,Semana+52,"0,30 ","0,30 "
3137,03 Hortalizas,Lechuga,Lechuga Mini Romana,Alicante,enero,Semana+52,"0,42 ","0,40"
3138,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,enero,Semana+52,"0,28 ","0,25"
3139,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,enero,Semana+52,"0,14 ","0,10"
3140,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,enero,Semana+52,"0,38 ","0,38 "
3141,03 Hortalizas,Patata,Patata blanca,Alicante,enero,Semana+52,"0,53 ","0,40"
3142,03 Hortalizas,Patata,Patata blanca,Valencia,enero,Semana+52,"0,18 ","0,18 "
3143,03 Hortalizas,Tomate,Tomate acostillado,Alicante,enero,Semana+52,"1,42 ","0,85"
3144,03 Hortalizas,Tomate,Tomate Daniela,Alicante,enero,Semana+52,"1,12 ","1,03"
3145,03 Hortalizas,Zanahoria,Zanahoria carlota,Alicante,enero,Semana+52,"0,16 ","0,14"
3146,04 Frutos secos,Almendra,Almendra Comuna,Alicante,enero,Semana+52,"4,26 ","4,16"
3147,04 Frutos secos,Almendra,Almendra Comuna,Castellón,enero,Semana+52,"4,25 ","3,95"
3148,04 Frutos secos,Almendra,Almendra Comuna,Valencia,enero,Semana+52,"4,55 ","4,55 "
3149,04 Frutos secos,Almendra,Almendra Largueta,Alicante,enero,Semana+52,"5,01 ","4,91"
3150,04 Frutos secos,Almendra,Almendra Largueta,Valencia,enero,Semana+52,"4,95 ","4,95 "
3151,04 Frutos secos,Almendra,Almendra Marcona,Alicante,enero,Semana+52,"5,11 ","5,01"
3152,04 Frutos secos,Almendra,Almendra Marcona,Castellón,enero,Semana+52,"4,95 ","4,80"
3153,04 Frutos secos,Almendra,Almendra Marcona,Valencia,enero,Semana+52,"5,30 ","5,30 "
3154,04 Frutos secos,Almendra,Almendra Planeta,Alicante,enero,Semana+52,"4,31 ","4,21"
3155,05 Flor cortada,Clavel,Clavel,Alicante,enero,Semana+52,"0,10 ","0,10 "
3156,05 Flor cortada,Crisantemo,Crisantemo,Alicante,enero,Semana+52,"1,50 ","1,50 "
3157,05 Flor cortada,Esparraguera,Esparraguera,Alicante,enero,Semana+52,"1,60 ","1,60 "
3158,05 Flor cortada,Gerbera,Gerbera,Alicante,enero,Semana+52,"0,25 ","0,25 "
3159,05 Flor cortada,Gladiolo,Gladiolo,Alicante,enero,Semana+52,"0,40 ","0,40 "
3160,05 Flor cortada,Rosa,Rosa roja,Alicante,enero,Semana+52,"0,50 ","0,50 "
3161,05 Flor cortada,Statice,Statice,Alicante,enero,Semana+52,"1,35 ","1,35 "
3162,07 Cereales,Arroz,Arroz cáscara redondo,Valencia,enero,Semana+52,"0,29 ","0,29 "
3163,07 Cereales,Cebada,Cebada pienso<62kg/Hl,Lonja de Albacete,enero,Semana+52,"0,162 ","0,162 "
3164,07 Cereales,Cebada,Cebada pienso>62kg/Hl,Lonja de Albacete,enero,Semana+52,"0,169","0,169"
3165,07 Cereales,Maíz,Maíz secadero,Lonja de Albacete,enero,Semana+52,"0,168 ","0,168 "
3166,08 Industriales,Aceite oliva,Aceite oliva lampante>2º,Castellón,enero,Semana+52,"3,25 ","3,20"
3167,08 Industriales,Aceite oliva,"Aceite oliva virgen 0,8º-2º",Castellón,enero,Semana+52,"3,50 ","3,45"
3168,08 Industriales,Aceite oliva,"Aceite oliva virgen extra<0,8º",Castellón,enero,Semana+52,"3,60 ","3,55"
3169,08 Industriales,Chufa,tierna,Valencia,enero,Semana+52,"0,80 ","0,80 "
3170,08 Industriales,Garrofa entera,Garrofa entera,Castellón,enero,Semana+52,"0,50 ","0,50 "
3171,08 Industriales,Girasol,"Pipa -9,2,44-",Lonja de Albacete,enero,Semana+52,"0,30 ","0,30 "
3172,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,enero,Semana+52,"0,62 ","0,62 "
3173,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,enero,Semana+52,"0,22 ","0,17"
3174,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,enero,Semana+52,"0,05 ","0,05 "
3175,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,enero,Semana+52,"3,57 ","3,51"
3176,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,enero,Semana+52,"3,42 ","3,36"
3177,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,enero,Semana+52,"3,30 ","3,24"
3178,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,enero,Semana+52,"2,97 ","2,91"
3179,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,enero,Semana+52,"1,10 ","1,10 "
3180,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,enero,Semana+52,"0,560 ","0,560 "
3181,10 Ganaderos,Porcino,Porcino graso,Mercolleida,enero,Semana+52,"1,003 ","1,003 "
3182,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,enero,Semana+52,"37,00 ","37,00 "
3183,10 Ganaderos,Porcino,Porcino normal,Mercolleida,enero,Semana+52,"1,015 ","1,015 "
3184,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,enero,Semana+52,"1,027 ","1,027 "
3185,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,enero,Semana+52,"1,87 ","1,87 "
3186,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,enero,Semana+52,"1,81 ","1,81 "
3187,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,enero,Semana+52,"1,71 ","1,71 "
3188,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,enero,Semana+52,"1,39 ","1,39 "
3189,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,enero,Semana+52,"1,87 ","1,87 "
3190,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,enero,Semana+52,"1,81 ","1,81 "
3191,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,enero,Semana+52,"1,71 ","1,71 "
3192,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,enero,Semana+52,"1,39 ","1,39 "
3193,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,enero,Semana+52,"4,58 ","4,58 "
3194,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,enero,Semana+52,"4,39 ","4,39 "
3195,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,enero,Semana+52,"4,19 ","4,19 "
3196,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,enero,Semana+52,"3,97 ","3,97 "
3197,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,enero,Semana+52,"4,52 ","4,52 "
3198,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,enero,Semana+52,"4,25 ","4,25 "
3199,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,enero,Semana+52,"4,06 ","4,06 "
3200,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,enero,Semana+52,"3,86 ","3,86 "
3201,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,enero,Semana+52,"4,50 ","4,50 "
3202,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,enero,Semana+52,"4,23 ","4,23 "
3203,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,enero,Semana+52,"4,06 ","4,06 "
3204,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,enero,Semana+52,"3,82 ","3,82 "
3205,12 Vacuno,"Ternero, menos 280 kg",1. Excelente (E),Lonja de Binéfar,enero,Semana+52,"4,35 ","4,35 "
3206,12 Vacuno,"Ternero, menos 280 kg",2. Muy buena (U),Lonja de Binéfar,enero,Semana+52,"4,21 ","4,21 "
3207,12 Vacuno,"Ternero, menos 280 kg",3. Buena (R),Lonja de Binéfar,enero,Semana+52,"4,02 ","4,02 "
3208,12 Vacuno,"Ternero, menos 280 kg",4. Menos buena (O),Lonja de Binéfar,enero,Semana+52,"3,57 ","3,57 "
31,01 Cítricos,02- Clementinas,Clementina Clemenules,Alicante,diciembre,Semana+52,0.09,0.2
32,01 Cítricos,02- Clementinas,Clementina Clemenules,Castellón,diciembre,Semana+52,0.12,0.14
33,01 Cítricos,02- Clementinas,Clementina Clemenules,Valencia,diciembre,Semana+52,0.13,0.17
34,01 Cítricos,02- Clementinas,Clementina Clemenules,Lonja de Valencia,diciembre,Semana+52,0.13,0.23
36,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Alicante,diciembre,Semana+52,0.14,0.2
37,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Castellón,diciembre,Semana+52,0.2,0.26
38,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Valencia,diciembre,Semana+52,0.15,0.23
39,01 Cítricos,03- Otras Mandarinas,Mandarina Clemenvilla,Lonja de Valencia,diciembre,Semana+52,0.17,0.25
41,01 Cítricos,04- Naranjas,Naranja Navelina,Alicante,diciembre,Semana+52,0.09,0.12
42,01 Cítricos,04- Naranjas,Naranja Navelina,Castellón,diciembre,Semana+52,0.12,€/kg
43,01 Cítricos,04- Naranjas,Naranja Navelina,Valencia,diciembre,Semana+52,0.1,0.15
44,01 Cítricos,04- Naranjas,Naranja Navelina,Lonja de Valencia,diciembre,Semana+52,0.09,0.13
47,01 Cítricos,04- Naranjas,Naranja  W. Navel ,Valencia,diciembre,Semana+52,0.13,0.15
48,01 Cítricos,04- Naranjas,Naranja  W. Navel ,Lonja de Valencia,diciembre,Semana+52,0.13,0.19
50,01 Cítricos,05- Naranjas Blancas,Salustiana,Alicante,diciembre,Semana+52,0.16,0.19
51,01 Cítricos,05- Naranjas Blancas,Salustiana,Valencia,diciembre,Semana+52,0.11,0.17
52,01 Cítricos,05- Naranjas Blancas,Salustiana,Lonja de Valencia,diciembre,Semana+52,0.13,0.17
54,01 Cítricos,06- Limón Fino,Limón Fino,Alicante,diciembre,Semana+52,0.2,0.25
56,01 Cítricos,08- Pomelos,Pomelo Rojo,Alicante,diciembre,Semana+52,0.18,0.2
59,02 Frutales,Granada,Granada Mollar,Alicante,diciembre,Semana+52,0.26,0.48
61,02 Frutales,Manzana,Manzana Fuji,Alicante,diciembre,Semana+52,0.85,€/kg
64,02 Frutales,Manzana,Manzana Starking,Alicante,diciembre,Semana+52,0.85,€/kg
66,02 Frutales,Uva De Mesa,Uva De Mesa Aledo,Alicante,diciembre,Semana+52,0.5,0.65
69,03 Hortalizas,Acelga,Acelga,Alicante,diciembre,Semana+52,0.25,0.4
71,03 Hortalizas,Ajo Tierno,Ajo Tierno,Alicante,diciembre,Semana+52,0.94,1.4
73,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Alicante,diciembre,Semana+52,0.42,1.2
74,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Castellón,diciembre,Semana+52,0.85,1.45
75,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Valencia,diciembre,Semana+52,0.9,€/kg
78,03 Hortalizas,Alcachofa,Alcachofa Industria Corazones,Alicante,diciembre,Semana+52,0.29,0.53
81,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Alicante,diciembre,Semana+52,0.26,€/kg
83,03 Hortalizas,Apio,Apio Verde,Alicante,diciembre,Semana+52,0.12,0.15
85,03 Hortalizas,Berenjena,Berenjena Rayada,Alicante,diciembre,Semana+52,0.77,0.86
87,03 Hortalizas,Boniato,Boniato Blanco,Alicante,diciembre,Semana+52,0.45,0.48
90,03 Hortalizas,Boniato,Boniato Rojo,Alicante,diciembre,Semana+52,0.37,0.6
92,03 Hortalizas,Calabacín,Calabacín,Alicante,diciembre,Semana+52,0.29,0.6
93,03 Hortalizas,Calabacín,Calabacín,Castellón,diciembre,Semana+52,0.75,0.85
