,producto,subtipo,tipo_comercial,mercado,mes,semana,precio_max,precio_min
1080,03 Hortalizas,Pimiento,Pimiento Lamuyo verde,Alicante,abril,Semana+14,"0,77 ","0,26"
1081,03 Hortalizas,Tomate,Tomate acostillado,Alicante,abril,Semana+14,"1,29 ","0,99"
1082,04 Frutos secos,Almendra,Almendra Comuna,Alicante,abril,Semana+14,"4,96 ","4,86"
1083,04 Frutos secos,Almendra,Almendra Comuna,Castellón,abril,Semana+14,"5,00 ","4,60"
1084,04 Frutos secos,Almendra,Almendra Largueta,Alicante,abril,Semana+14,"5,16 ","5,06"
1085,04 Frutos secos,Almendra,Almendra Marcona,Alicante,abril,Semana+14,"5,36 ","5,26"
1086,04 Frutos secos,Almendra,Almendra Marcona,Castellón,abril,Semana+14,"5,50 ","5,00"
1087,04 Frutos secos,Almendra,Almendra Planeta,Alicante,abril,Semana+14,"4,96 ","4,86"
1088,04 Frutos secos,Avellana,Avellana corriente,Lonja de Reus,abril,Semana+14,"3,47 ","3,47 "
1089,04 Frutos secos,Avellana,Avellana negreta,Lonja de Reus,abril,Semana+14,"3,62 ","3,62 "
1090,05 Flor cortada,Clavel,Clavel,Alicante,abril,Semana+14,"0,10 ","0,10 "
1091,05 Flor cortada,Crisantemo,Crisantemo,Alicante,abril,Semana+14,"1,50 ","1,50 "
1092,05 Flor cortada,Esparraguera,Esparraguera,Alicante,abril,Semana+14,"1,60 ","1,60 "
1093,05 Flor cortada,Gerbera,Gerbera,Alicante,abril,Semana+14,"0,15 ","0,15 "
1094,05 Flor cortada,Gladiolo,Gladiolo,Alicante,abril,Semana+14,"0,40 ","0,40 "
1095,05 Flor cortada,Rosa,Rosa roja,Alicante,abril,Semana+14,"0,30 ","0,30 "
1096,05 Flor cortada,Statice,Statice,Alicante,abril,Semana+14,"1,00 ","1,00 "
1097,07 Cereales,Arroz,Arroz cáscara redondo,Valencia,abril,Semana+14,"0,33 ","0,33 "
1098,07 Cereales,Cebada,Cebada pienso<62kg/Hl,Lonja de Albacete,abril,Semana+14,"0,158 ","0,158 "
1099,07 Cereales,Cebada,Cebada pienso>62kg/Hl,Lonja de Albacete,abril,Semana+14,"0,165","0,165"
1100,07 Cereales,Maíz,Maíz secadero,Lonja de Albacete,abril,Semana+14,"0,171 ","0,171 "
1101,08 Industriales,Aceite oliva,Aceite oliva lampante>2º,Castellón,abril,Semana+14,"2,60 ","2,50"
1102,08 Industriales,Aceite oliva,"Aceite oliva virgen 0,8º-2º",Castellón,abril,Semana+14,"2,80 ","2,80 "
1103,08 Industriales,Aceite oliva,"Aceite oliva virgen extra<0,8º",Castellón,abril,Semana+14,"3,05 ","3,00"
1104,08 Industriales,Garrofa,Garrofa entera,Castellón,abril,Semana+14,"0,45 ","0,45 "
1105,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,abril,Semana+14,"0,27 ","0,27 "
1106,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,abril,Semana+14,"0,15 ","0,10"
1107,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,abril,Semana+14,"0,05 ","0,05 "
1108,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,abril,Semana+14,"3,09 ","3,03"
1109,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,abril,Semana+14,"3,03 ","2,97"
1110,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,abril,Semana+14,"2,91 ","2,85"
1111,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,abril,Semana+14,"2,61 ","2,55"
1112,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,abril,Semana+14,"1,18 ","1,18 "
1113,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,abril,Semana+14,"0,590 ","0,590 "
1114,10 Ganaderos,Porcino,Porcino graso,Mercolleida,abril,Semana+14,"1,144 ","1,144 "
1115,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,abril,Semana+14,"53,00 ","53,00 "
1116,10 Ganaderos,Porcino,Porcino normal,Mercolleida,abril,Semana+14,"1,156 ","1,156 "
1117,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,abril,Semana+14,"1,168 ","1,168 "
1118,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,abril,Semana+14,"1,50 ","1,50 "
1119,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,abril,Semana+14,"1,25 ","1,25 "
1120,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,abril,Semana+14,"1,15 ","1,15 "
1121,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,abril,Semana+14,"1,00 ","1,00 "
1122,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,abril,Semana+14,"1,50 ","1,50 "
1123,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,abril,Semana+14,"1,25 ","1,25 "
1124,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,abril,Semana+14,"1,15 ","1,15 "
1125,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,abril,Semana+14,"1,00 ","1,00 "
1126,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,abril,Semana+14,"4,53 ","4,53 "
1127,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,abril,Semana+14,"4,34 ","4,34 "
1128,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,abril,Semana+14,"4,14 ","4,14 "
1129,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,abril,Semana+14,"3,91 ","3,91 "
1130,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,abril,Semana+14,"4,47 ","4,47 "
1131,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,abril,Semana+14,"4,22 ","4,22 "
1132,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,abril,Semana+14,"4,03 ","4,03 "
1133,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,abril,Semana+14,"3,81 ","3,81 "
1134,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,abril,Semana+14,"4,44 ","4,44 "
1135,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,abril,Semana+14,"4,22 ","4,22 "
1136,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,abril,Semana+14,"4,03 ","4,03 "
1137,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,abril,Semana+14,"3,77 ","3,77 "
1138,12 Vacuno,"Ternero, menos 280 kg",1. Excelente (E),Lonja de Binéfar,abril,Semana+14,"4,28 ","4,28 "
1139,12 Vacuno,"Ternero, menos 280 kg",2. Muy buena (U),Lonja de Binéfar,abril,Semana+14,"4,12 ","4,12 "
1140,12 Vacuno,"Ternero, menos 280 kg",3. Buena (R),Lonja de Binéfar,abril,Semana+14,"3,93 ","3,93 "
1141,12 Vacuno,"Ternero, menos 280 kg",4. Menos buena (O),Lonja de Binéfar,abril,Semana+14,"3,53 ","3,53 "
1143,01 Cítricos,03- Otras Mandarinas,Mandarina Orri,Castellón,marzo,Semana+13,"1,00 ","0,72"
1144,01 Cítricos,03- Otras Mandarinas,Mandarina Orri,Lonja de Valencia,marzo,Semana+13,"0,91 ","0,72"
1145,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Castellón,marzo,Semana+13,"0,25 ","0,15"
1146,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Lonja de Valencia,marzo,Semana+13,"0,21 ","0,15"
1147,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Alicante,marzo,Semana+13,"0,35 ","0,30"
1148,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Castellón,marzo,Semana+13,"0,30 ","0,23"
1149,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Lonja de Valencia,marzo,Semana+13,"0,32 ","0,25"
1150,01 Cítricos,04- Naranjas,Naranja Navel Powel,Alicante,marzo,Semana+13,"0,40 ","0,30"
1151,01 Cítricos,04- Naranjas,Naranja Navel Powel,Castellón,marzo,Semana+13,"0,40 ","0,33"
1152,01 Cítricos,04- Naranjas,Naranja Navel Powel,Valencia,marzo,Semana+13,"0,38 ","0,32"
1153,01 Cítricos,04- Naranjas,Naranja Navel Powel,Lonja de Valencia,marzo,Semana+13,"0,40 ","0,28"
1154,01 Cítricos,05- Naranjas Blancas,Barberina y Mid-night,Lonja de Valencia,marzo,Semana+13,"0,38 ","0,28"
1155,01 Cítricos,05- Naranjas Blancas,Valencia Late,Alicante,marzo,Semana+13,"0,33 ","0,28"
1156,01 Cítricos,05- Naranjas Blancas,Valencia Late,Castellón,marzo,Semana+13,"0,35 ","0,33"
1157,01 Cítricos,º,Valencia Late,Valencia,marzo,Semana+13,"0,34 ","0,21"
1158,01 Cítricos,º,Valencia Late,Lonja de Valencia,marzo,Semana+13,"0,38 ","0,25"
1159,01 Cítricos,06- Limón Fino,Limón Fino/Primofiori (Todo Limón),Alicante,marzo,Semana+13,"0,42 ","0,38"
1160,03 Hortalizas,Acelga,Acelga,Alicante,marzo,Semana+13,"0,28 ","0,20"
1161,03 Hortalizas,Acelga,Acelga,Valencia,marzo,Semana+13,"0,76 ","0,62"
1162,03 Hortalizas,Ajo tierno,Ajo tierno,Alicante,marzo,Semana+13,"1,30 ","1,10"
1163,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Alicante,marzo,Semana+13,"0,75 ","0,20"
1164,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Castellón,marzo,Semana+13,"0,60 ","0,40"
1165,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Valencia,marzo,Semana+13,"0,50 ","0,25"
1166,03 Hortalizas,Alcachofa,Alcachofa industria corazones,Alicante,marzo,Semana+13,"0,75 ","0,25"
1167,03 Hortalizas,Alcachofa,Alcachofa industria perolas,Alicante,marzo,Semana+13,"0,10 ","0,10 "
1168,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Alicante,marzo,Semana+13,"0,15 ","0,12"
1169,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Castellón,marzo,Semana+13,"0,30 ","0,20"
1170,03 Hortalizas,Apio,Apio verde,Alicante,marzo,Semana+13,"0,12 ","0,07"
1171,03 Hortalizas,Berenjena,Berenjena rayada,Alicante,marzo,Semana+13,"0,56 ","0,52"
1172,03 Hortalizas,Boniato,Boniato blanco,Alicante,marzo,Semana+13,"0,60 ","0,52"
1173,03 Hortalizas,Boniato,Boniato rojo,Alicante,marzo,Semana+13,"0,77 ","0,53"
1174,03 Hortalizas,Calabaza,Calabaza redonda,Valencia,marzo,Semana+13,"0,50 ","0,40"
1175,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Alicante,marzo,Semana+13,"0,34 ","0,13"
1176,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Valencia,marzo,Semana+13,"0,25 ","0,20"
1177,03 Hortalizas,Cebolla tierna,Cebolla tierna,Alicante,marzo,Semana+13,"0,49 ","0,42"
1178,03 Hortalizas,Cebolla tierna,Cebolla tierna,Castellón,marzo,Semana+13,"0,45 ","0,45 "
1179,03 Hortalizas,Cebolla tierna,Cebolla tierna,Valencia,marzo,Semana+13,"0,30 ","0,18"
1180,03 Hortalizas,Col,Col china,Castellón,marzo,Semana+13,"0,35 ","0,30"
1181,03 Hortalizas,Col,Col lombarda,Castellón,marzo,Semana+13,"0,30 ","0,30 "
1182,03 Hortalizas,Col Brócoli,Col brócoli,Alicante,marzo,Semana+13,"0,20 ","0,10"
1183,03 Hortalizas,Col Brócoli,Col brocoli industria,Alicante,marzo,Semana+13,"0,08 ","0,05"
1184,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Alicante,marzo,Semana+13,"0,18 ","0,10"
1185,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Valencia,marzo,Semana+13,"0,15 ","0,12"
1186,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Alicante,marzo,Semana+13,"0,13 ","0,10"
1187,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Castellón,marzo,Semana+13,"0,28 ","0,22"
1188,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Alicante,marzo,Semana+13,"0,70 ","0,46"
1189,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Castellón,marzo,Semana+13,"0,72 ","0,40"
1190,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Valencia,marzo,Semana+13,"0,67 ","0,52"
1191,03 Hortalizas,Escarola,Escarola hoja ancha lisa,Alicante,marzo,Semana+13,"0,30 ","0,28"
1192,03 Hortalizas,Escarola,Escarola hoja rizada,Alicante,marzo,Semana+13,"0,33 ","0,10"
1193,03 Hortalizas,Escarola,Escarola hoja rizada,Valencia,marzo,Semana+13,"0,50 ","0,35"
1194,03 Hortalizas,Escarola,Escarola industria,Castellón,marzo,Semana+13,"0,30 ","0,30 "
1195,03 Hortalizas,Espinaca verde,Espinaca verde,Alicante,marzo,Semana+13,"0,90 ","0,75"
1196,03 Hortalizas,Espinaca verde,Espinaca verde,Valencia,marzo,Semana+13,"1,07 ","0,86"
1197,03 Hortalizas,Haba,Habas Muchamiel,Alicante,marzo,Semana+13,"0,69 ","0,52"
1198,03 Hortalizas,Haba,Habas Valenciana,Alicante,marzo,Semana+13,"1,08 ","0,70"
1199,03 Hortalizas,Haba,Habas Valenciana,Castellón,marzo,Semana+13,"1,00 ","0,90"
1200,03 Hortalizas,Lechuga,Lechuga Iceberg,Alicante,marzo,Semana+13,"0,14 ","0,08"
1201,03 Hortalizas,Lechuga,Lechuga Little Gem,Alicante,marzo,Semana+13,"0,25 ","0,18"
1202,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,marzo,Semana+13,"0,20 ","0,20 "
1203,03 Hortalizas,Lechuga,Lechuga Mini Romana,Castellón,marzo,Semana+13,"0,15 ","0,15 "
1204,03 Hortalizas,Lechuga,Lechuga Romana,Alicante,marzo,Semana+13,"0,20 ","0,12"
1205,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,marzo,Semana+13,"0,15 ","0,12"
1206,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,marzo,Semana+13,"0,10 ","0,08"
1207,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,marzo,Semana+13,"0,24 ","0,24 "
1208,03 Hortalizas,Patata,Patata blanca,Alicante,marzo,Semana+13,"0,60 ","0,52"
1209,03 Hortalizas,Pepino,Pepino blanco,Alicante,marzo,Semana+13,"0,69 ","0,69 "
1210,03 Hortalizas,Pimiento,Pimiento California amarillo,Alicante,marzo,Semana+13,"0,80 ","0,50"
1211,03 Hortalizas,Pimiento,Pimiento California rojo,Alicante,marzo,Semana+13,"0,80 ","0,50"
1212,03 Hortalizas,Pimiento,Pimiento California verde,Alicante,marzo,Semana+13,"0,80 ","0,40"
1213,03 Hortalizas,Pimiento,Pimiento industria,Alicante,marzo,Semana+13,"0,25 ","0,18"
1214,03 Hortalizas,Pimiento,Pimiento Lamuyo verde,Alicante,marzo,Semana+13,"0,86 ","0,40"
1215,03 Hortalizas,Tomate,Tomate acostillado,Alicante,marzo,Semana+13,"1,29 ","1,08"
1216,03 Hortalizas,Tomate,Tomate Daniela,Alicante,marzo,Semana+13,"0,34 ","0,26"
1217,04 Frutos secos,Almendra,Almendra Comuna,Alicante,marzo,Semana+13,"4,96 ","4,86"
1218,04 Frutos secos,Almendra,Almendra Comuna,Castellón,marzo,Semana+13,"5,00 ","4,50"
1219,04 Frutos secos,Almendra,Almendra Largueta,Alicante,marzo,Semana+13,"5,16 ","5,06"
1220,04 Frutos secos,Almendra,Almendra Marcona,Alicante,marzo,Semana+13,"5,36 ","5,26"
1221,04 Frutos secos,Almendra,Almendra Marcona,Castellón,marzo,Semana+13,"5,50 ","5,00"
1222,04 Frutos secos,Almendra,Almendra Planeta,Alicante,marzo,Semana+13,"4,96 ","4,86"
1223,04 Frutos secos,Avellana,Avellana corriente,Lonja de Reus,marzo,Semana+13,"3,47 ","3,47 "
1224,04 Frutos secos,Avellana,Avellana negreta,Lonja de Reus,marzo,Semana+13,"3,62 ","3,62 "
1225,05 Flor cortada,Clavel,Clavel,Alicante,marzo,Semana+13,"0,20 ","0,20 "
1226,05 Flor cortada,Crisantemo,Crisantemo,Alicante,marzo,Semana+13,"1,65 ","1,65 "
1227,05 Flor cortada,Esparraguera,Esparraguera,Alicante,marzo,Semana+13,"1,60 ","1,60 "
1228,05 Flor cortada,Gerbera,Gerbera,Alicante,marzo,Semana+13,"0,25 ","0,25 "
1229,05 Flor cortada,Gladiolo,Gladiolo,Alicante,marzo,Semana+13,"0,45 ","0,45 "
1230,05 Flor cortada,Rosa,Rosa roja,Alicante,marzo,Semana+13,"0,50 ","0,50 "
1231,05 Flor cortada,Statice,Statice,Alicante,marzo,Semana+13,"1,30 ","1,30 "
1232,07 Cereales,Arroz,Arroz cáscara redondo,Valencia,marzo,Semana+13,"0,32 ","0,32 "
1233,07 Cereales,Cebada,Cebada pienso<62kg/Hl,Lonja de Albacete,marzo,Semana+13,"0,159 ","0,159 "
1234,07 Cereales,Cebada,Cebada pienso>62kg/Hl,Lonja de Albacete,marzo,Semana+13,"0,166","0,166"
1235,07 Cereales,Maíz,Maíz secadero,Lonja de Albacete,marzo,Semana+13,"0,171 ","0,171 "
1236,08 Industriales,Aceite oliva,Aceite oliva lampante>2º,Castellón,marzo,Semana+13,"2,60 ","2,40"
1237,08 Industriales,Aceite oliva,"Aceite oliva virgen 0,8º-2º",Castellón,marzo,Semana+13,"2,85 ","2,80"
1238,08 Industriales,Aceite oliva,"Aceite oliva virgen extra<0,8º",Castellón,marzo,Semana+13,"3,00 ","3,00 "
1239,08 Industriales,Garrofa,Garrofa entera,Castellón,marzo,Semana+13,"0,45 ","0,45 "
1240,08 Industriales,Miel,Miel azahar,Castellón,marzo,Semana+13,"3,90 ","3,70"
1241,08 Industriales,Miel,Miel milflores,Castellón,marzo,Semana+13,"3,00 ","2,80"
1242,08 Industriales,Miel,Miel romero,Castellón,marzo,Semana+13,"4,00 ","3,80"
1243,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,marzo,Semana+13,"0,27 ","0,27 "
1244,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,marzo,Semana+13,"0,15 ","0,10"
1245,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,marzo,Semana+13,"0,05 ","0,05 "
1246,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,marzo,Semana+13,"3,15 ","3,09"
1247,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,marzo,Semana+13,"3,06 ","3,00"
1248,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,marzo,Semana+13,"2,94 ","2,88"
1249,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,marzo,Semana+13,"2,64 ","2,58"
1250,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,marzo,Semana+13,"1,18 ","1,18 "
1251,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,marzo,Semana+13,"0,590 ","0,590 "
1252,10 Ganaderos,Porcino,Porcino graso,Mercolleida,marzo,Semana+13,"1,144 ","1,144 "
1253,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,marzo,Semana+13,"53,00 ","53,00 "
1254,10 Ganaderos,Porcino,Porcino normal,Mercolleida,marzo,Semana+13,"1,156 ","1,156 "
1255,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,marzo,Semana+13,"1,168 ","1,168 "
1256,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,marzo,Semana+13,"1,74 ","1,74 "
1257,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,marzo,Semana+13,"1,67 ","1,67 "
1258,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,marzo,Semana+13,"1,54 ","1,54 "
1259,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,marzo,Semana+13,"1,21 ","1,21 "
1260,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,marzo,Semana+13,"1,74 ","1,74 "
1261,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,marzo,Semana+13,"1,67 ","1,67 "
1262,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,marzo,Semana+13,"1,54 ","1,54 "
1263,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,marzo,Semana+13,"1,21 ","1,21 "
1264,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,marzo,Semana+13,"4,53 ","4,53 "
1265,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,marzo,Semana+13,"4,34 ","4,34 "
1266,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,marzo,Semana+13,"4,14 ","4,14 "
1267,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,marzo,Semana+13,"3,91 ","3,91 "
1268,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,marzo,Semana+13,"4,47 ","4,47 "
1269,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,marzo,Semana+13,"4,22 ","4,22 "
1270,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,marzo,Semana+13,"4,03 ","4,03 "
1271,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,marzo,Semana+13,"3,81 ","3,81 "
1272,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,marzo,Semana+13,"4,44 ","4,44 "
1273,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,marzo,Semana+13,"4,22 ","4,22 "
1274,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,marzo,Semana+13,"4,03 ","4,03 "
1275,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,marzo,Semana+13,"3,77 ","3,77 "
1276,12 Vacuno,"Ternero, menos 280 kg",1. Excelente (E),Lonja de Binéfar,marzo,Semana+13,"4,28 ","4,28 "
1277,12 Vacuno,"Ternero, menos 280 kg",2. Muy buena (U),Lonja de Binéfar,marzo,Semana+13,"4,12 ","4,12 "
1278,12 Vacuno,"Ternero, menos 280 kg",3. Buena (R),Lonja de Binéfar,marzo,Semana+13,"3,93 ","3,93 "
1279,12 Vacuno,"Ternero, menos 280 kg",4. Menos buena (O),Lonja de Binéfar,marzo,Semana+13,"3,53 ","3,53 "
1281,01 Cítricos,Otras Mandarinas,Mandarina Nadorcott,Alicante,marzo,Semana+12,"0,60 ","0,60 "
1282,01 Cítricos,Otras Mandarinas,Mandarina Orri,Castellón,marzo,Semana+12,"1,00 ","0,72"
1283,01 Cítricos,Otras Mandarinas,Mandarina Orri,Lonja de Valencia,marzo,Semana+12,"0,91 ","0,72"
1284,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Castellón,marzo,Semana+12,"0,25 ","0,15"
1285,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Valencia,marzo,Semana+12,"0,24 ","0,17"
1286,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Lonja de Valencia,marzo,Semana+12,"0,21 ","0,17"
1287,01 Cítricos,Naranjas,Naranja Navel Lane Late,Alicante,marzo,Semana+12,"0,35 ","0,28"
1288,01 Cítricos,Naranjas,Naranja Navel Lane Late,Castellón,marzo,Semana+12,"0,30 ","0,23"
1289,01 Cítricos,Naranjas,Naranja Navel Lane Late,Valencia,marzo,Semana+12,"0,34 ","0,25"
1290,01 Cítricos,Naranjas,Naranja Navel Lane Late,Lonja de Valencia,marzo,Semana+12,"0,32 ","0,25"
1291,01 Cítricos,Naranjas,Naranja Navel Powel,Alicante,marzo,Semana+12,"0,40 ","0,37"
1292,01 Cítricos,Naranjas,Naranja Navel Powel,Castellón,marzo,Semana+12,"0,40 ","0,33"
1293,01 Cítricos,Naranjas,Naranja Navel Powel,Valencia,marzo,Semana+12,"0,40 ","0,30"
1294,01 Cítricos,Naranjas,Naranja Navel Powel,Lonja de Valencia,marzo,Semana+12,"0,40 ","0,28"
1295,01 Cítricos,Naranjas Blancas,Barberina y Mid-night,Lonja de Valencia,marzo,Semana+12,"0,38 ","0,28"
1296,01 Cítricos,Naranjas Blancas,Valencia Late,Alicante,marzo,Semana+12,"0,35 ","0,30"
1297,01 Cítricos,Naranjas Blancas,Valencia Late,Castellón,marzo,Semana+12,"0,35 ","0,28"
1298,01 Cítricos,Naranjas Blancas,Valencia Late,Valencia,marzo,Semana+12,"0,36 ","0,21"
1299,01 Cítricos,Naranjas Blancas,Valencia Late,Lonja de Valencia,marzo,Semana+12,"0,34 ","0,25"
1300,01 Cítricos,Limón Fino,Limón Fino/Primofiori (Todo Limón),Alicante,marzo,Semana+12,"0,42 ","0,38"
1301,03 Hortalizas,Acelga,Acelga,Alicante,marzo,Semana+12,"0,35 ","0,26"
1302,03 Hortalizas,Acelga,Acelga,Valencia,marzo,Semana+12,"0,76 ","0,62"
1303,03 Hortalizas,Ajo tierno,Ajo tierno,Alicante,marzo,Semana+12,"1,30 ","1,00"
1304,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Alicante,marzo,Semana+12,"0,65 ","0,15"
1305,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Castellón,marzo,Semana+12,"0,70 ","0,40"
1306,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Valencia,marzo,Semana+12,"0,50 ","0,25"
1307,03 Hortalizas,Alcachofa,Alcachofa industria corazones,Alicante,marzo,Semana+12,"0,60 ","0,20"
1308,03 Hortalizas,Alcachofa,Alcachofa industria perolas,Alicante,marzo,Semana+12,"0,10 ","0,09"
1309,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Alicante,marzo,Semana+12,"0,18 ","0,14"
1310,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Castellón,marzo,Semana+12,"0,27 ","0,12"
1311,03 Hortalizas,Apio,Apio verde,Alicante,marzo,Semana+12,"0,12 ","0,07"
1312,03 Hortalizas,Berenjena,Berenjena rayada,Alicante,marzo,Semana+12,"0,62 ","0,60"
1313,03 Hortalizas,Boniato,Boniato blanco,Alicante,marzo,Semana+12,"0,60 ","0,54"
1314,03 Hortalizas,Boniato,Boniato rojo,Alicante,marzo,Semana+12,"0,77 ","0,52"
1315,03 Hortalizas,Calabaza,Calabaza redonda,Valencia,marzo,Semana+12,"0,50 ","0,40"
1316,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Alicante,marzo,Semana+12,"0,37 ","0,13"
1317,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Valencia,marzo,Semana+12,"0,25 ","0,20"
1318,03 Hortalizas,Cebolla tierna,Cebolla tierna,Alicante,marzo,Semana+12,"0,49 ","0,45"
1319,03 Hortalizas,Cebolla tierna,Cebolla tierna,Castellón,marzo,Semana+12,"0,40 ","0,40 "
1320,03 Hortalizas,Cebolla tierna,Cebolla tierna,Valencia,marzo,Semana+12,"0,30 ","0,18"
1321,03 Hortalizas,Col,Col china,Castellón,marzo,Semana+12,"0,36 ","0,33"
