,producto,subtipo,tipo_comercial,mercado,precio_max,precio_min,mes,semana
89,03 Hortalizas,Col Brócoli,Col Brócoli,Alicante,0.25,0.4,marzo,Semana+13
92,03 Hortalizas,Col Brócoli,Col Brócoli Industria,Alicante,0.12,0.18,marzo,Semana+13
94,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Alicante,0.19,0.37,marzo,Semana+13
95,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Castellón,0.37,0.5,marzo,Semana+13
96,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Valencia,0.31,0.35,marzo,Semana+13
99,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Alicante,0.25,0.32,marzo,Semana+13
100,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Castellón,0.33,0.43,marzo,Semana+13
102,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Alicante,0.27,0.49,marzo,Semana+13
103,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Castellón,0.34,0.6,marzo,Semana+13
104,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Valencia,0.76,0.87,marzo,Semana+13
106,03 Hortalizas,Escarola,Escarola Hoja Ancha Lisa,Alicante,0.28,€/kg,marzo,Semana+13
109,03 Hortalizas,Escarola,Escarola Hoja Rizada,Alicante,0.3,€/kg,marzo,Semana+13
110,03 Hortalizas,Escarola,Escarola Hoja Rizada,Valencia,0.47,0.49,marzo,Semana+13
112,03 Hortalizas,Espinaca,Espinaca,Alicante,0.83,0.9,marzo,Semana+13
113,03 Hortalizas,Espinaca,Espinaca,Castellón,2.4,€/kg,marzo,Semana+13
115,03 Hortalizas,Haba,Haba Muchamiel,Castellón,1.02,€/kg,marzo,Semana+13
118,03 Hortalizas,Haba,Haba Valenciana,Alicante,0.6,1.08,marzo,Semana+13
119,03 Hortalizas,Haba,Haba Valenciana,Castellón,0.6,1.1,marzo,Semana+13
121,03 Hortalizas,Lechuga,Lechuga Iceberg,Alicante,0.33,0.54,marzo,Semana+13
124,03 Hortalizas,Lechuga,Lechuga Little Gem,Alicante,0.24,0.39,marzo,Semana+13
127,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,0.25,0.51,marzo,Semana+13
130,03 Hortalizas,Lechuga,Lechuga Romana,Alicante,0.14,0.3,marzo,Semana+13
131,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,0.23,0.4,marzo,Semana+13
132,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,0.22,0.31,marzo,Semana+13
135,03 Hortalizas,Lechuga,Lechuga Trocadero,Alicante,0.46,€/kg,marzo,Semana+13
136,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,0.32,1.1,marzo,Semana+13
139,03 Hortalizas,Lechuga,Lechuga mini Romana,Alicante,0.45,€/kg,marzo,Semana+13
141,03 Hortalizas,Patata,Patata Blanca,Alicante,0.47,0.53,marzo,Semana+13
143,03 Hortalizas,Pimiento,Pimiento California Amarillo,Alicante,1.27,€/kg,marzo,Semana+13
146,03 Hortalizas,Pimiento,Pimiento California Rojo,Alicante,0.83,€/kg,marzo,Semana+13
149,03 Hortalizas,Pimiento,Pimiento California Verde,Alicante,1.31,€/kg,marzo,Semana+13
151,03 Hortalizas,Tomate,Tomate Acostillado,Alicante,1.38,1.72,marzo,Semana+13
154,04 Frutos secos,Almendra,Almendra Comuna,Alicante,3.46,3.56,marzo,Semana+13
155,04 Frutos secos,Almendra,Almendra Comuna,Castellón,3.15,3.5,marzo,Semana+13
158,04 Frutos secos,Almendra,Almendra Largueta,Alicante,5.21,5.31,marzo,Semana+13
161,04 Frutos secos,Almendra,Almendra Marcona,Alicante,7.16,7.26,marzo,Semana+13
162,04 Frutos secos,Almendra,Almendra Marcona,Castellón,7.1,7.35,marzo,Semana+13
165,04 Frutos secos,Almendra,Almendra Planeta,Alicante,3.51,3.61,marzo,Semana+13
168,05 Flor cortada,Clavel,Clavel,Alicante,0.2,€/unidad,marzo,Semana+13
170,05 Flor cortada,Crisantemo,Crisantemo,Alicante,1.5,€/pomo,marzo,Semana+13
172,05 Flor cortada,Esparraguera,Esparraguera,Alicante,2,€/pomo,marzo,Semana+13
174,05 Flor cortada,Gerbera,Gerbera,Alicante,0.3,€/unidad,marzo,Semana+13
176,05 Flor cortada,Gladiolo,Gladiolo,Alicante,0.45,€/unidad,marzo,Semana+13
178,05 Flor cortada,Rosa,Rosa Roja,Alicante,0.5,€/unidad,marzo,Semana+13
180,05 Flor cortada,Statice,Statice,Alicante,1.4,€/pomo,marzo,Semana+13
183,07 Cereales,Arroz,Arroz Cáscara Redondo,Valencia,0.46,€/kg,marzo,Semana+13
186,08 Industriales,Aceite Oliva,Aceite Oliva Lampante>2º,Castellón,2.95,3.05,marzo,Semana+13
189,08 Industriales,Aceite Oliva,"Aceite Oliva Virgen 0,8º-2º",Castellón,3.25,3.35,marzo,Semana+13
192,08 Industriales,Aceite Oliva,Aceite Oliva Virgen Extra,Castellón,3.45,3.5,marzo,Semana+13
194,08 Industriales,Garrofa,Garrofa Entera,Castellón,2.1,€/kg,marzo,Semana+13
196,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,,€/Kg,marzo,Semana+13
198,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,0.27,0.38,marzo,Semana+13
200,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,,€/Kg,marzo,Semana+13
202,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,3.86,3.92,marzo,Semana+13
204,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,3.83,3.89,marzo,Semana+13
206,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,3.77,3.83,marzo,Semana+13
208,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,3.35,3.41,marzo,Semana+13
210,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,,€/Kg,marzo,Semana+13
212,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,,€/Kg,marzo,Semana+13
214,10 Ganaderos,Porcino,Porcino graso,Mercolleida,,€/Kg,marzo,Semana+13
216,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,,€,marzo,Semana+13
218,10 Ganaderos,Porcino,Porcino normal,Mercolleida,,€/Kg,marzo,Semana+13
220,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,,€/Kg,marzo,Semana+13
222,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,,€/docena,marzo,Semana+13
224,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,,€/docena,marzo,Semana+13
226,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,,€/docena,marzo,Semana+13
228,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,,€/docena,marzo,Semana+13
230,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,,€/docena,marzo,Semana+13
232,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,,€/docena,marzo,Semana+13
234,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,,€/docena,marzo,Semana+13
236,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,,€/docena,marzo,Semana+13
238,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+13
240,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+13
242,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+13
244,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+13
246,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+13
248,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+13
250,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+13
252,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+13
254,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+13
256,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+13
258,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+13
260,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+13
262,12 Vacuno,Ternero menos 280 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+13
264,12 Vacuno,Ternero menos 280 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+13
266,12 Vacuno,Ternero menos 280 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+13
268,12 Vacuno,Ternero menos 280 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+13
31,01 Cítricos,03- Otras Mandarinas,Mandarina Nadorcott,Alicante,0.28,0.35,marzo,Semana+12
32,01 Cítricos,03- Otras Mandarinas,Mandarina Nadorcott,Lonja de Valencia,0.32,0.5,marzo,Semana+12
36,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Alicante,0.12,0.16,marzo,Semana+12
37,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Castellón,0.12,0.16,marzo,Semana+12
38,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Lonja de Valencia,0.11,0.15,marzo,Semana+12
40,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Alicante,0.09,0.18,marzo,Semana+12
41,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Castellón,0.13,0.14,marzo,Semana+12
42,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Valencia,0.1,0.15,marzo,Semana+12
43,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Lonja de Valencia,0.11,0.17,marzo,Semana+12
46,01 Cítricos,04- Naranjas,Naranja Navel Powell,Valencia,0.13,0.17,marzo,Semana+12
47,01 Cítricos,04- Naranjas,Naranja Navel Powell,Lonja de Valencia,0.17,0.21,marzo,Semana+12
49,01 Cítricos,06- Limón Fino,Limón Fino,Alicante,0.3,0.38,marzo,Semana+12
52,03 Hortalizas,Acelga,Acelga,Alicante,0.25,0.4,marzo,Semana+12
53,03 Hortalizas,Acelga,Acelga,Castellón,0.64,0.7,marzo,Semana+12
55,03 Hortalizas,Ajo Tierno,Ajo Tierno,Alicante,1.05,2,marzo,Semana+12
57,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Alicante,0.3,0.93,marzo,Semana+12
58,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Castellón,0.45,1.5,marzo,Semana+12
59,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Valencia,0.62,0.97,marzo,Semana+12
62,03 Hortalizas,Alcachofa,Alcachofa Industria Corazones,Alicante,0.25,0.86,marzo,Semana+12
65,03 Hortalizas,Alcachofa,Alcachofa Industria Perolas,Alicante,0.15,0.19,marzo,Semana+12
68,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Alicante,0.15,0.31,marzo,Semana+12
69,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Castellón,0.3,0.35,marzo,Semana+12
71,03 Hortalizas,Apio,Apio Verde,Alicante,0.17,0.35,marzo,Semana+12
72,03 Hortalizas,Apio,Apio Verde,Castellón,0.25,0.35,marzo,Semana+12
74,03 Hortalizas,Berenjena,Berenjena Rayada,Alicante,0.43,0.69,marzo,Semana+12
76,03 Hortalizas,Boniato,Boniato Blanco,Alicante,0.81,0.9,marzo,Semana+12
79,03 Hortalizas,Boniato,Boniato Rojo,Alicante,0.37,0.4,marzo,Semana+12
81,03 Hortalizas,Calabaza,Calabaza Redonda,Castellón,0.64,1,marzo,Semana+12
84,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Alicante,0.11,0.3,marzo,Semana+12
85,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Castellón,0.2,0.7,marzo,Semana+12
87,03 Hortalizas,Cebolla Tierna,Cebolla Tierna,Alicante,0.6,€/manojo 3 uds.,marzo,Semana+12
88,03 Hortalizas,Cebolla Tierna,Cebolla Tierna,Castellón,0.5,0.8,marzo,Semana+12
90,03 Hortalizas,Col,Col China,Castellón,0.45,€/kg,marzo,Semana+12
93,03 Hortalizas,Col,Col Lombarda,Castellón,0.25,0.3,marzo,Semana+12
95,03 Hortalizas,Col Brócoli,Col Brócoli,Alicante,0.2,0.41,marzo,Semana+12
98,03 Hortalizas,Col Brócoli,Col Brócoli Industria,Alicante,0.12,0.17,marzo,Semana+12
100,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Alicante,0.19,0.4,marzo,Semana+12
101,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Castellón,0.3,0.45,marzo,Semana+12
102,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Valencia,0.31,0.35,marzo,Semana+12
105,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Alicante,0.25,0.43,marzo,Semana+12
106,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Castellón,0.33,0.5,marzo,Semana+12
108,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Alicante,0.3,0.61,marzo,Semana+12
109,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Castellón,0.32,0.6,marzo,Semana+12
110,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Valencia,0.76,0.87,marzo,Semana+12
112,03 Hortalizas,Escarola,Escarola Hoja Ancha Lisa,Alicante,0.28,€/kg,marzo,Semana+12
115,03 Hortalizas,Escarola,Escarola Hoja Rizada,Alicante,0.25,0.3,marzo,Semana+12
116,03 Hortalizas,Escarola,Escarola Hoja Rizada,Valencia,0.47,0.49,marzo,Semana+12
118,03 Hortalizas,Espinaca,Espinaca,Alicante,0.9,1,marzo,Semana+12
119,03 Hortalizas,Espinaca,Espinaca,Castellón,2.4,€/kg,marzo,Semana+12
121,03 Hortalizas,Haba,Haba Muchamiel,Castellón,1.2,1.3,marzo,Semana+12
124,03 Hortalizas,Haba,Haba Valenciana,Alicante,0.56,1.08,marzo,Semana+12
125,03 Hortalizas,Haba,Haba Valenciana,Castellón,0.6,1.1,marzo,Semana+12
127,03 Hortalizas,Lechuga,Lechuga Iceberg,Alicante,0.28,0.5,marzo,Semana+12
130,03 Hortalizas,Lechuga,Lechuga Little Gem,Alicante,0.27,0.39,marzo,Semana+12
133,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,0.25,0.57,marzo,Semana+12
136,03 Hortalizas,Lechuga,Lechuga Romana,Alicante,0.21,0.3,marzo,Semana+12
137,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,0.23,0.46,marzo,Semana+12
138,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,0.24,0.31,marzo,Semana+12
141,03 Hortalizas,Lechuga,Lechuga Trocadero,Alicante,0.45,€/kg,marzo,Semana+12
142,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,0.25,1.1,marzo,Semana+12
145,03 Hortalizas,Lechuga,Lechuga mini Romana,Alicante,0.45,€/kg,marzo,Semana+12
147,03 Hortalizas,Patata,Patata Blanca,Alicante,0.44,0.56,marzo,Semana+12
149,03 Hortalizas,Pimiento,Pimiento California Amarillo,Alicante,1.6,€/kg,marzo,Semana+12
152,03 Hortalizas,Pimiento,Pimiento California Rojo,Alicante,1.67,€/kg,marzo,Semana+12
155,03 Hortalizas,Pimiento,Pimiento California Verde,Alicante,1.3,€/kg,marzo,Semana+12
157,03 Hortalizas,Tomate,Tomate Acostillado,Alicante,1.72,1.76,marzo,Semana+12
160,04 Frutos secos,Almendra,Almendra Comuna,Alicante,3.51,3.61,marzo,Semana+12
161,04 Frutos secos,Almendra,Almendra Comuna,Castellón,3.15,3.5,marzo,Semana+12
164,04 Frutos secos,Almendra,Almendra Largueta,Alicante,5.21,5.31,marzo,Semana+12
167,04 Frutos secos,Almendra,Almendra Marcona,Alicante,7.16,7.26,marzo,Semana+12
168,04 Frutos secos,Almendra,Almendra Marcona,Castellón,7.1,7.5,marzo,Semana+12
171,04 Frutos secos,Almendra,Almendra Planeta,Alicante,3.51,3.61,marzo,Semana+12
174,05 Flor cortada,Clavel,Clavel,Alicante,0.18,€/unidad,marzo,Semana+12
176,05 Flor cortada,Crisantemo,Crisantemo,Alicante,1.75,€/pomo,marzo,Semana+12
178,05 Flor cortada,Esparraguera,Esparraguera,Alicante,2,€/pomo,marzo,Semana+12
180,05 Flor cortada,Gerbera,Gerbera,Alicante,0.35,€/unidad,marzo,Semana+12
182,05 Flor cortada,Gladiolo,Gladiolo,Alicante,0.45,€/unidad,marzo,Semana+12
184,05 Flor cortada,Rosa,Rosa Roja,Alicante,0.5,€/unidad,marzo,Semana+12
186,05 Flor cortada,Statice,Statice,Alicante,1.4,€/pomo,marzo,Semana+12
189,07 Cereales,Arroz,Arroz Cáscara Redondo,Valencia,0.46,€/kg,marzo,Semana+12
192,08 Industriales,Aceite Oliva,Aceite Oliva Lampante>2º,Castellón,3.25,3.3,marzo,Semana+12
195,08 Industriales,Aceite Oliva,"Aceite Oliva Virgen 0,8º-2º",Castellón,3.45,3.5,marzo,Semana+12
198,08 Industriales,Aceite Oliva,Aceite Oliva Virgen Extra,Castellón,3.55,3.7,marzo,Semana+12
200,08 Industriales,Garrofa,Garrofa Entera,Castellón,2.1,2.42,marzo,Semana+12
202,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,,€/Kg,marzo,Semana+12
204,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,0.27,0.38,marzo,Semana+12
206,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,,€/Kg,marzo,Semana+12
208,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,3.86,3.92,marzo,Semana+12
210,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,3.83,3.89,marzo,Semana+12
212,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,3.77,3.83,marzo,Semana+12
214,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,3.35,3.41,marzo,Semana+12
216,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,,€/Kg,marzo,Semana+12
218,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,,€/Kg,marzo,Semana+12
220,10 Ganaderos,Porcino,Porcino graso,Mercolleida,,€/Kg,marzo,Semana+12
222,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,,€,marzo,Semana+12
224,10 Ganaderos,Porcino,Porcino normal,Mercolleida,,€/Kg,marzo,Semana+12
226,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,,€/Kg,marzo,Semana+12
228,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,,€/docena,marzo,Semana+12
230,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,,€/docena,marzo,Semana+12
232,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,,€/docena,marzo,Semana+12
234,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,,€/docena,marzo,Semana+12
236,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,,€/docena,marzo,Semana+12
238,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,,€/docena,marzo,Semana+12
240,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,,€/docena,marzo,Semana+12
242,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,,€/docena,marzo,Semana+12
244,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+12
246,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+12
248,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+12
250,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+12
252,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+12
254,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+12
256,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+12
258,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+12
260,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+12
262,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+12
264,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+12
266,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+12
268,12 Vacuno,Ternero menos 280 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,marzo,Semana+12
270,12 Vacuno,Ternero menos 280 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,marzo,Semana+12
272,12 Vacuno,Ternero menos 280 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,marzo,Semana+12
274,12 Vacuno,Ternero menos 280 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,marzo,Semana+12
31,01 Cítricos,03- Otras Mandarinas,Mandarina Nadorcott,Alicante,0.3,0.4,marzo,Semana+11
32,01 Cítricos,03- Otras Mandarinas,Mandarina Nadorcott,Castellón,0.47,€/kg,marzo,Semana+11
33,01 Cítricos,03- Otras Mandarinas,Mandarina Nadorcott,Valencia,0.34,0.5,marzo,Semana+11
34,01 Cítricos,03- Otras Mandarinas,Mandarina Nadorcott,Lonja de Valencia,0.32,0.5,marzo,Semana+11
37,01 Cítricos,03- Otras Mandarinas,Mandarina Orri,Castellón,0.55,0.82,marzo,Semana+11
38,01 Cítricos,03- Otras Mandarinas,Mandarina Orri,Lonja de Valencia,0.81,0.99,marzo,Semana+11
41,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Alicante,0.12,0.16,marzo,Semana+11
42,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Castellón,0.12,0.16,marzo,Semana+11
43,01 Cítricos,03- Otras Mandarinas,Mandarina Ortanique,Lonja de Valencia,0.11,0.15,marzo,Semana+11
46,01 Cítricos,03- Otras Mandarinas,Mandarina Tango,Valencia,0.34,0.5,marzo,Semana+11
47,01 Cítricos,03- Otras Mandarinas,Mandarina Tango,Lonja de Valencia,0.32,0.5,marzo,Semana+11
49,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Alicante,0.1,0.18,marzo,Semana+11
50,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Castellón,0.13,0.15,marzo,Semana+11
51,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Valencia,0.1,0.15,marzo,Semana+11
52,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Lonja de Valencia,0.11,0.17,marzo,Semana+11
55,01 Cítricos,04- Naranjas,Naranja Navel Powell,Valencia,0.13,0.17,marzo,Semana+11
56,01 Cítricos,04- Naranjas,Naranja Navel Powell,Lonja de Valencia,0.17,0.21,marzo,Semana+11
58,01 Cítricos,06- Limón Fino,Limón Fino,Alicante,0.3,0.4,marzo,Semana+11
61,03 Hortalizas,Acelga,Acelga,Alicante,0.25,0.4,marzo,Semana+11
63,03 Hortalizas,Ajo Tierno,Ajo Tierno,Alicante,1.08,2.2,marzo,Semana+11
65,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Alicante,0.34,0.99,marzo,Semana+11
66,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Castellón,0.45,1.6,marzo,Semana+11
67,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Valencia,0.62,1.06,marzo,Semana+11
70,03 Hortalizas,Alcachofa,Alcachofa Industria Corazones,Alicante,0.25,0.79,marzo,Semana+11
73,03 Hortalizas,Alcachofa,Alcachofa Industria Perolas,Alicante,0.13,0.17,marzo,Semana+11
76,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Alicante,0.15,0.29,marzo,Semana+11
77,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Castellón,0.3,0.35,marzo,Semana+11
79,03 Hortalizas,Apio,Apio Verde,Alicante,0.18,0.34,marzo,Semana+11
80,03 Hortalizas,Apio,Apio Verde,Castellón,0.25,0.35,marzo,Semana+11
82,03 Hortalizas,Berenjena,Berenjena Rayada,Alicante,0.38,0.77,marzo,Semana+11
84,03 Hortalizas,Boniato,Boniato Blanco,Alicante,0.8,0.84,marzo,Semana+11
87,03 Hortalizas,Boniato,Boniato Rojo,Alicante,0.37,0.4,marzo,Semana+11
89,03 Hortalizas,Calabaza,Calabaza Redonda,Castellón,0.64,0.9,marzo,Semana+11
90,03 Hortalizas,Calabaza,Calabaza Redonda,Valencia,0.53,0.75,marzo,Semana+11
93,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Alicante,0.14,0.3,marzo,Semana+11
94,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Castellón,0.32,0.7,marzo,Semana+11
95,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Valencia,0.35,0.62,marzo,Semana+11
97,03 Hortalizas,Cebolla Tierna,Cebolla Tierna,Alicante,0.6,0.65,marzo,Semana+11
98,03 Hortalizas,Cebolla Tierna,Cebolla Tierna,Castellón,0.64,0.8,marzo,Semana+11
100,03 Hortalizas,Col,Col China,Castellón,0.45,€/kg,marzo,Semana+11
103,03 Hortalizas,Col,Col Lombarda,Castellón,0.25,0.3,marzo,Semana+11
105,03 Hortalizas,Col Brócoli,Col Brócoli,Alicante,0.4,0.7,marzo,Semana+11
106,03 Hortalizas,Col Brócoli,Col Brócoli,Castellón,0.46,€/kg,marzo,Semana+11
108,03 Hortalizas,Col Brócoli,Col Brócoli Industria,Alicante,0.12,0.17,marzo,Semana+11
110,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Alicante,0.19,0.4,marzo,Semana+11
111,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Castellón,0.29,€/kg,marzo,Semana+11
112,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Valencia,0.31,0.35,marzo,Semana+11
115,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Alicante,0.25,0.4,marzo,Semana+11
116,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Castellón,0.35,0.5,marzo,Semana+11
118,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Alicante,0.3,0.53,marzo,Semana+11
119,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Castellón,0.35,0.5,marzo,Semana+11
120,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Valencia,0.54,0.65,marzo,Semana+11
122,03 Hortalizas,Escarola,Escarola Hoja Ancha Lisa,Alicante,0.29,€/kg,marzo,Semana+11
125,03 Hortalizas,Escarola,Escarola Hoja Rizada,Alicante,0.25,0.3,marzo,Semana+11
