,producto,subtipo,tipo_comercial,mercado,precio_max,precio_min,mes,semana
96,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Alicante,0.19,0.37,mayo,Semana+18
97,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Castellón,0.25,0.57,mayo,Semana+18
99,03 Hortalizas,Espinaca,Espinaca,Alicante,1.11,€/kg,mayo,Semana+18
101,03 Hortalizas,Haba,Haba Muchamiel,Castellón,1.19,1.28,mayo,Semana+18
104,03 Hortalizas,Haba,Haba Valenciana,Castellón,0.5,1.25,mayo,Semana+18
107,03 Hortalizas,Lechuga,Lechuga Little Gem,Alicante,0.27,0.42,mayo,Semana+18
110,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,0.27,0.61,mayo,Semana+18
113,03 Hortalizas,Lechuga,Lechuga Romana,Alicante,0.4,1.1,mayo,Semana+18
114,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,0.25,0.46,mayo,Semana+18
117,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,0.32,1.1,mayo,Semana+18
120,03 Hortalizas,Patata,Patata Blanca,Alicante,0.45,0.6,mayo,Semana+18
122,03 Hortalizas,Patata,Patata Roja,Castellón,0.6,€/kg,mayo,Semana+18
124,03 Hortalizas,Pepino,Pepino Blanco,Alicante,0.56,0.71,mayo,Semana+18
125,03 Hortalizas,Pepino,Pepino Blanco,Castellón,0.51,0.8,mayo,Semana+18
127,03 Hortalizas,Pimiento,Pimiento California Amarillo,Alicante,0.83,€/kg,mayo,Semana+18
130,03 Hortalizas,Pimiento,Pimiento California Rojo,Alicante,0.91,€/kg,mayo,Semana+18
133,03 Hortalizas,Pimiento,Pimiento California Verde,Alicante,0.93,€/kg,mayo,Semana+18
136,03 Hortalizas,Pimiento,Pimiento Lamuyo Rojo,Alicante,0.61,1.2,mayo,Semana+18
139,03 Hortalizas,Pimiento,Pimiento Lamuyo Verde,Alicante,0.61,1.4,mayo,Semana+18
141,03 Hortalizas,Tomate,Tomate Acostillado,Alicante,0.65,1.43,mayo,Semana+18
144,03 Hortalizas,Tomate,Tomate Raff,Castellón,1.36,1.44,mayo,Semana+18
147,04 Frutos secos,Almendra,Almendra Comuna,Alicante,3.51,3.61,mayo,Semana+18
148,04 Frutos secos,Almendra,Almendra Comuna,Castellón,3.15,3.5,mayo,Semana+18
151,04 Frutos secos,Almendra,Almendra Largueta,Alicante,5.21,5.31,mayo,Semana+18
154,04 Frutos secos,Almendra,Almendra Marcona,Alicante,7.16,7.26,mayo,Semana+18
155,04 Frutos secos,Almendra,Almendra Marcona,Castellón,7.2,7.35,mayo,Semana+18
158,04 Frutos secos,Almendra,Almendra Planeta,Alicante,3.56,3.66,mayo,Semana+18
161,05 Flor cortada,Clavel,Clavel,Alicante,0.2,€/unidad,mayo,Semana+18
163,05 Flor cortada,Crisantemo,Crisantemo,Alicante,2,€/pomo,mayo,Semana+18
165,05 Flor cortada,Esparraguera,Esparraguera,Alicante,2,€/pomo,mayo,Semana+18
167,05 Flor cortada,Gerbera,Gerbera,Alicante,0.3,€/unidad,mayo,Semana+18
169,05 Flor cortada,Gladiolo,Gladiolo,Alicante,0.55,€/unidad,mayo,Semana+18
171,05 Flor cortada,Rosa,Rosa Roja,Alicante,0.6,€/unidad,mayo,Semana+18
173,05 Flor cortada,Statice,Statice,Alicante,1.4,€/pomo,mayo,Semana+18
176,08 Industriales,Aceite Oliva,Aceite Oliva Lampante>2º,Castellón,3,3.1,mayo,Semana+18
179,08 Industriales,Aceite Oliva,"Aceite Oliva Virgen 0,8º-2º",Castellón,3.25,3.3,mayo,Semana+18
182,08 Industriales,Aceite Oliva,Aceite Oliva Virgen Extra,Castellón,3.4,3.5,mayo,Semana+18
184,08 Industriales,Garrofa,Garrofa Entera,Castellón,2.1,€/kg,mayo,Semana+18
186,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,,€/Kg,mayo,Semana+18
188,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,0.25,0.36,mayo,Semana+18
190,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,,€/Kg,mayo,Semana+18
192,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,3.77,3.83,mayo,Semana+18
194,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,3.83,3.89,mayo,Semana+18
196,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,3.77,3.83,mayo,Semana+18
198,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,3.35,3.41,mayo,Semana+18
200,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,,€/Kg,mayo,Semana+18
202,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,,€/Kg,mayo,Semana+18
204,10 Ganaderos,Porcino,Porcino graso,Mercolleida,,€/Kg,mayo,Semana+18
206,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,,€,mayo,Semana+18
208,10 Ganaderos,Porcino,Porcino normal,Mercolleida,,€/Kg,mayo,Semana+18
210,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,,€/Kg,mayo,Semana+18
212,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,,€/docena,mayo,Semana+18
214,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,,€/docena,mayo,Semana+18
216,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,,€/docena,mayo,Semana+18
218,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,,€/docena,mayo,Semana+18
220,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,,€/docena,mayo,Semana+18
222,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,,€/docena,mayo,Semana+18
224,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,,€/docena,mayo,Semana+18
226,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,,€/docena,mayo,Semana+18
228,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,mayo,Semana+18
230,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,mayo,Semana+18
232,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,mayo,Semana+18
234,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,mayo,Semana+18
236,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,mayo,Semana+18
238,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,mayo,Semana+18
240,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,mayo,Semana+18
242,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,mayo,Semana+18
244,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,mayo,Semana+18
246,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,mayo,Semana+18
248,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,mayo,Semana+18
250,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,mayo,Semana+18
252,12 Vacuno,Ternero menos 280 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,mayo,Semana+18
254,12 Vacuno,Ternero menos 280 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,mayo,Semana+18
256,12 Vacuno,Ternero menos 280 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,mayo,Semana+18
258,12 Vacuno,Ternero menos 280 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,mayo,Semana+18
31,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Alicante,0.08,0.17,abril,Semana+17
32,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Castellón,0.08,0.19,abril,Semana+17
33,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Lonja de Valencia,0.09,0.15,abril,Semana+17
36,01 Cítricos,04- Naranjas,Naranja Navel Powell,Alicante,0.08,0.2,abril,Semana+17
37,01 Cítricos,04- Naranjas,Naranja Navel Powell,Castellón,0.14,0.21,abril,Semana+17
38,01 Cítricos,04- Naranjas,Naranja Navel Powell,Valencia,0.11,0.17,abril,Semana+17
39,01 Cítricos,04- Naranjas,Naranja Navel Powell,Lonja de Valencia,0.13,0.21,abril,Semana+17
41,01 Cítricos,05- Naranjas Blancas,Valencia Late,Alicante,0.12,0.19,abril,Semana+17
42,01 Cítricos,05- Naranjas Blancas,Valencia Late,Castellón,0.14,0.21,abril,Semana+17
43,01 Cítricos,05- Naranjas Blancas,Valencia Late,Valencia,0.13,0.17,abril,Semana+17
44,01 Cítricos,05- Naranjas Blancas,Valencia Late,Lonja de Valencia,0.11,0.19,abril,Semana+17
46,01 Cítricos,07- Limón Verna,Limón Verna,Alicante,0.55,0.7,abril,Semana+17
49,02 Frutales,Níspero,Níspero Algar,Alicante,1.73,€/kg,abril,Semana+17
52,03 Hortalizas,Acelga,Acelga,Alicante,0.4,0.5,abril,Semana+17
53,03 Hortalizas,Acelga,Acelga,Castellón,0.4,€/kg,abril,Semana+17
55,03 Hortalizas,Ajo Tierno,Ajo Tierno,Alicante,1.12,2.2,abril,Semana+17
57,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Alicante,0.35,0.95,abril,Semana+17
58,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Castellón,0.3,0.85,abril,Semana+17
59,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Valencia,0.31,0.53,abril,Semana+17
62,03 Hortalizas,Alcachofa,Alcachofa Industria Corazones,Alicante,0.42,0.8,abril,Semana+17
65,03 Hortalizas,Alcachofa,Alcachofa Industria Perolas,Alicante,0.12,0.2,abril,Semana+17
68,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Alicante,0.26,0.33,abril,Semana+17
69,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Castellón,0.25,0.45,abril,Semana+17
70,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Valencia,0.3,0.32,abril,Semana+17
72,03 Hortalizas,Apio,Apio Verde,Alicante,0.18,0.5,abril,Semana+17
73,03 Hortalizas,Apio,Apio Verde,Castellón,0.28,0.35,abril,Semana+17
75,03 Hortalizas,Berenjena,Berenjena Rayada,Alicante,0.47,0.65,abril,Semana+17
77,03 Hortalizas,Boniato,Boniato Rojo,Alicante,0.38,0.41,abril,Semana+17
79,03 Hortalizas,Calabacín,Calabacín Blanco,Castellón,1.2,1.28,abril,Semana+17
81,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Alicante,0.2,0.37,abril,Semana+17
82,03 Hortalizas,Calabaza,Calabaza Tipo Cacahuete,Castellón,0.28,€/kg,abril,Semana+17
84,03 Hortalizas,Cebolla,Cebolla Spring,Valencia,0.28,0.35,abril,Semana+17
86,03 Hortalizas,Cebolla Tierna,Cebolla Tierna,Alicante,0.63,0.64,abril,Semana+17
87,03 Hortalizas,Cebolla Tierna,Cebolla Tierna,Castellón,0.6,0.75,abril,Semana+17
89,03 Hortalizas,Col,Col China,Castellón,0.48,0.5,abril,Semana+17
92,03 Hortalizas,Col,Col Lombarda,Castellón,0.25,0.3,abril,Semana+17
94,03 Hortalizas,Col Brócoli,Col Brócoli,Alicante,0.34,0.65,abril,Semana+17
95,03 Hortalizas,Col Brócoli,Col Brócoli,Castellón,0.75,€/kg,abril,Semana+17
98,03 Hortalizas,Col Brócoli,Col Brócoli Industria,Alicante,0.14,€/kg,abril,Semana+17
100,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Alicante,0.19,0.4,abril,Semana+17
101,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Castellón,0.27,€/kg,abril,Semana+17
102,03 Hortalizas,Col Repollo,Col Repollo Hoja Lisa,Valencia,0.29,0.48,abril,Semana+17
105,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Alicante,0.21,0.3,abril,Semana+17
106,03 Hortalizas,Col Repollo,Col Repollo Hoja Rizada,Castellón,0.29,0.38,abril,Semana+17
108,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Alicante,0.2,0.42,abril,Semana+17
109,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Castellón,0.28,0.5,abril,Semana+17
110,03 Hortalizas,Coliflor Blanca,Coliflor Blanca,Valencia,0.76,0.93,abril,Semana+17
112,03 Hortalizas,Escarola,Escarola Hoja Ancha Lisa,Alicante,0.27,€/kg,abril,Semana+17
114,03 Hortalizas,Espinaca,Espinaca,Alicante,1.11,1.33,abril,Semana+17
116,03 Hortalizas,Guisante Verde,Guisantes Verdes Vaina Cons. Fresco,Castellón,4.25,5.1,abril,Semana+17
118,03 Hortalizas,Haba,Haba Muchamiel,Castellón,1.06,1.28,abril,Semana+17
121,03 Hortalizas,Haba,Haba Valenciana,Alicante,0.96,1.18,abril,Semana+17
122,03 Hortalizas,Haba,Haba Valenciana,Castellón,1.6,€/kg,abril,Semana+17
125,03 Hortalizas,Lechuga,Lechuga Little Gem,Alicante,0.3,0.45,abril,Semana+17
128,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,0.25,0.57,abril,Semana+17
131,03 Hortalizas,Lechuga,Lechuga Romana,Alicante,0.53,1.1,abril,Semana+17
132,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,0.25,0.39,abril,Semana+17
133,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,0.26,0.35,abril,Semana+17
136,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,0.32,1.1,abril,Semana+17
139,03 Hortalizas,Lechuga,Lechuga mini Romana,Alicante,0.4,€/kg,abril,Semana+17
141,03 Hortalizas,Patata,Patata Blanca,Alicante,0.44,0.6,abril,Semana+17
143,03 Hortalizas,Pepino,Pepino Blanco,Alicante,0.52,0.69,abril,Semana+17
144,03 Hortalizas,Pepino,Pepino Blanco,Castellón,0.6,€/kg,abril,Semana+17
146,03 Hortalizas,Pimiento,Pimiento California Amarillo,Alicante,0.69,€/kg,abril,Semana+17
149,03 Hortalizas,Pimiento,Pimiento California Rojo,Alicante,0.88,€/kg,abril,Semana+17
152,03 Hortalizas,Pimiento,Pimiento California Verde,Alicante,0.82,€/kg,abril,Semana+17
155,03 Hortalizas,Pimiento,Pimiento Lamuyo Rojo,Alicante,0.74,1.04,abril,Semana+17
158,03 Hortalizas,Pimiento,Pimiento Lamuyo Verde,Alicante,0.77,1.12,abril,Semana+17
160,03 Hortalizas,Tomate,Tomate Acostillado,Alicante,0.69,1.41,abril,Semana+17
163,03 Hortalizas,Tomate,Tomate Raff,Castellón,1.5,€/kg,abril,Semana+17
166,04 Frutos secos,Almendra,Almendra Comuna,Alicante,3.51,3.61,abril,Semana+17
167,04 Frutos secos,Almendra,Almendra Comuna,Castellón,3.15,3.5,abril,Semana+17
170,04 Frutos secos,Almendra,Almendra Largueta,Alicante,5.21,5.31,abril,Semana+17
173,04 Frutos secos,Almendra,Almendra Marcona,Alicante,7.16,7.26,abril,Semana+17
174,04 Frutos secos,Almendra,Almendra Marcona,Castellón,7.1,7.35,abril,Semana+17
177,04 Frutos secos,Almendra,Almendra Planeta,Alicante,3.56,3.66,abril,Semana+17
180,05 Flor cortada,Clavel,Clavel,Alicante,0.2,€/unidad,abril,Semana+17
182,05 Flor cortada,Crisantemo,Crisantemo,Alicante,2,€/pomo,abril,Semana+17
184,05 Flor cortada,Esparraguera,Esparraguera,Alicante,2,€/pomo,abril,Semana+17
186,05 Flor cortada,Gerbera,Gerbera,Alicante,0.3,€/unidad,abril,Semana+17
188,05 Flor cortada,Gladiolo,Gladiolo,Alicante,0.55,€/unidad,abril,Semana+17
190,05 Flor cortada,Rosa,Rosa Roja,Alicante,0.6,€/unidad,abril,Semana+17
192,05 Flor cortada,Statice,Statice,Alicante,1.4,€/pomo,abril,Semana+17
195,08 Industriales,Aceite Oliva,Aceite Oliva Lampante>2º,Castellón,2.8,3.1,abril,Semana+17
198,08 Industriales,Aceite Oliva,"Aceite Oliva Virgen 0,8º-2º",Castellón,3.25,3.3,abril,Semana+17
201,08 Industriales,Aceite Oliva,Aceite Oliva Virgen Extra,Castellón,3.4,3.5,abril,Semana+17
203,08 Industriales,Garrofa,Garrofa Entera,Castellón,2.1,€/kg,abril,Semana+17
205,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,,€/Kg,abril,Semana+17
207,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,0.25,0.36,abril,Semana+17
209,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,,€/Kg,abril,Semana+17
211,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,3.77,3.83,abril,Semana+17
213,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,3.83,3.89,abril,Semana+17
215,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,3.77,3.83,abril,Semana+17
217,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,3.35,3.41,abril,Semana+17
219,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,,€/Kg,abril,Semana+17
221,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,,€/Kg,abril,Semana+17
223,10 Ganaderos,Porcino,Porcino graso,Mercolleida,,€/Kg,abril,Semana+17
225,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,,€,abril,Semana+17
227,10 Ganaderos,Porcino,Porcino normal,Mercolleida,,€/Kg,abril,Semana+17
229,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,,€/Kg,abril,Semana+17
231,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,,€/docena,abril,Semana+17
233,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,,€/docena,abril,Semana+17
235,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,,€/docena,abril,Semana+17
237,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,,€/docena,abril,Semana+17
239,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,,€/docena,abril,Semana+17
241,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,,€/docena,abril,Semana+17
243,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,,€/docena,abril,Semana+17
245,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,,€/docena,abril,Semana+17
247,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,abril,Semana+17
249,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,abril,Semana+17
251,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,abril,Semana+17
253,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,abril,Semana+17
255,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,abril,Semana+17
257,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,abril,Semana+17
259,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,abril,Semana+17
261,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,abril,Semana+17
263,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,abril,Semana+17
265,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,abril,Semana+17
267,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,abril,Semana+17
269,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,abril,Semana+17
271,12 Vacuno,Ternero menos 280 kgs,1. Excelente (E),Lonja de Binéfar,,€/Kg,abril,Semana+17
273,12 Vacuno,Ternero menos 280 kgs,2. Muy buena (U),Lonja de Binéfar,,€/Kg,abril,Semana+17
275,12 Vacuno,Ternero menos 280 kgs,3. Buena (R),Lonja de Binéfar,,€/Kg,abril,Semana+17
277,12 Vacuno,Ternero menos 280 kgs,4. Menos buena (O),Lonja de Binéfar,,€/Kg,abril,Semana+17
31,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Alicante,0.08,0.2,abril,Semana+16
32,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Castellon,0.08,0.19,abril,Semana+16
33,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Valencia,0.09,0.13,abril,Semana+16
34,01 Cítricos,04- Naranjas,Naranja Navel Lane Late,Lonja de Valencia,0.09,0.15,abril,Semana+16
37,01 Cítricos,04- Naranjas,Naranja Navel Powell,Alicante,0.16,0.2,abril,Semana+16
38,01 Cítricos,04- Naranjas,Naranja Navel Powell,Castellon,0.14,0.21,abril,Semana+16
39,01 Cítricos,04- Naranjas,Naranja Navel Powell,Valencia,0.11,0.17,abril,Semana+16
40,01 Cítricos,04- Naranjas,Naranja Navel Powell,Lonja de Valencia,0.13,0.21,abril,Semana+16
42,01 Cítricos,05- Naranjas Blancas,Valencia Late,Alicante,0.14,0.16,abril,Semana+16
43,01 Cítricos,05- Naranjas Blancas,Valencia Late,Castellon,0.14,0.17,abril,Semana+16
44,01 Cítricos,05- Naranjas Blancas,Valencia Late,Valencia,0.13,0.19,abril,Semana+16
45,01 Cítricos,05- Naranjas Blancas,Valencia Late,Lonja de Valencia,0.13,0.17,abril,Semana+16
47,01 Cítricos,06- Limón Fino,Limón Fino,Alicante,0.35,0.4,abril,Semana+16
49,01 Cítricos,07- Limón Verna,Limón Verna,Alicante,0.5,0.7,abril,Semana+16
52,03 Hortalizas,Acelga,Acelga,Alicante,0.4,0.45,abril,Semana+16
53,03 Hortalizas,Acelga,Acelga,Castellon,0.6,€/kg,abril,Semana+16
55,03 Hortalizas,Ajo Tierno,Ajo Tierno,Alicante,1.12,2.2,abril,Semana+16
57,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Alicante,0.34,1.12,abril,Semana+16
58,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Castellon,0.3,1,abril,Semana+16
59,03 Hortalizas,Alcachofa,Alcachofa Consumo Fresco,Valencia,0.31,0.44,abril,Semana+16
62,03 Hortalizas,Alcachofa,Alcachofa Industria Corazones,Alicante,0.3,0.9,abril,Semana+16
65,03 Hortalizas,Alcachofa,Alcachofa Industria Perolas,Alicante,0.11,0.21,abril,Semana+16
68,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Alicante,0.2,0.35,abril,Semana+16
69,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Castellon,0.2,0.45,abril,Semana+16
70,03 Hortalizas,Alcachofa,Alcachofa Industria Troceado,Valencia,0.28,0.32,abril,Semana+16
72,03 Hortalizas,Apio,Apio Verde,Alicante,0.18,0.48,abril,Semana+16
73,03 Hortalizas,Apio,Apio Verde,Castellon,0.28,0.35,abril,Semana+16
75,03 Hortalizas,Berenjena,Berenjena Rayada,Alicante,0.43,0.6,abril,Semana+16
77,03 Hortalizas,Boniato,Boniato Blanco,Alicante,0.81,€/kg,abril,Semana+16
80,03 Hortalizas,Boniato,Boniato Rojo,Alicante,0.38,0.44,abril,Semana+16
82,03 Hortalizas,Calabacín,Calabacín Blanco,Castellon,1.28,€/kg,abril,Semana+16
