,producto,subtipo,tipo_comercial,mercado,mes,semana,precio_max,precio_min
1092,02 Frutales,Manzana,Manzana Fuji,Alicante,octubre,Semana+44,"0,90 ","0,90 "
1093,02 Frutales,Manzana,Manzana Golden,Alicante,octubre,Semana+44,"0,75 ","0,65"
1094,02 Frutales,Manzana,Manzana Starking,Alicante,octubre,Semana+44,"1,10 ","1,00"
1095,02 Frutales,Uva de mesa,Uva de mesa Aledo,Alicante,octubre,Semana+44,"1,10 ","1,00"
1096,03 Hortalizas,Acelga,Acelga,Alicante,octubre,Semana+44,"0,33 ","0,33 "
1097,03 Hortalizas,Acelga,Acelga,Valencia,octubre,Semana+44,"0,60 ","0,55"
1098,03 Hortalizas,Ajo tierno,Ajo tierno,Alicante,octubre,Semana+44,"1,08 ","1,08 "
1099,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Alicante,octubre,Semana+44,"1,55 ","1,00"
1100,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Castellón,octubre,Semana+44,"1,20 ","0,90"
1101,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Valencia,octubre,Semana+44,"0,90 ","0,60"
1102,03 Hortalizas,Alcachofa,Alcachofa industria corazones,Alicante,octubre,Semana+44,"0,62 ","0,52"
1103,03 Hortalizas,Apio,Apio verde,Alicante,octubre,Semana+44,"0,24 ","0,22"
1104,03 Hortalizas,Berenjena,Berenjena rayada,Alicante,octubre,Semana+44,"0,71 ","0,26"
1105,03 Hortalizas,Boniato,Boniato blanco,Alicante,octubre,Semana+44,"0,56 ","0,42"
1106,03 Hortalizas,Boniato,Boniato rojo,Alicante,octubre,Semana+44,"0,47 ","0,37"
1107,03 Hortalizas,Calabacín,Calabacín,Alicante,octubre,Semana+44,"0,58 ","0,54"
1108,03 Hortalizas,Calabacín,Calabacín,Castellón,octubre,Semana+44,"0,75 ","0,65"
1109,03 Hortalizas,Calabacín,Calabacín blanco,Castellón,octubre,Semana+44,"1,00 ","1,00 "
1110,03 Hortalizas,Calabaza,Calabaza redonda,Valencia,octubre,Semana+44,"0,50 ","0,40"
1111,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Alicante,octubre,Semana+44,"0,34 ","0,18"
1112,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Valencia,octubre,Semana+44,"0,25 ","0,20"
1113,03 Hortalizas,Cebolla tierna,Cebolla tierna,Valencia,octubre,Semana+44,"0,45 ","0,35"
1114,03 Hortalizas,Col,Col lombarda,Castellón,octubre,Semana+44,"0,45 ","0,40"
1115,03 Hortalizas,Col Brócoli,Col brócoli,Alicante,octubre,Semana+44,"0,46 ","0,32"
1116,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Alicante,octubre,Semana+44,"0,22 ","0,20"
1117,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Castellón,octubre,Semana+44,"0,26 ","0,26 "
1118,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Valencia,octubre,Semana+44,"0,15 ","0,10"
1119,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Castellón,octubre,Semana+44,"0,30 ","0,20"
1120,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Alicante,octubre,Semana+44,"0,39 ","0,17"
1121,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Castellón,octubre,Semana+44,"0,36 ","0,25"
1122,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Valencia,octubre,Semana+44,"0,26 ","0,19"
1123,03 Hortalizas,Escarola,Escarola hoja rizada,Castellón,octubre,Semana+44,"0,50 ","0,36"
1124,03 Hortalizas,Escarola,Escarola hoja rizada,Valencia,octubre,Semana+44,"0,45 ","0,45 "
1125,03 Hortalizas,Espinaca verde,Espinaca verde,Valencia,octubre,Semana+44,"1,14 ","1,00"
1126,03 Hortalizas,Judía Roja,Judía roja (roget),Castellón,octubre,Semana+44,"1,60 ","1,50"
1127,03 Hortalizas,Judía verde,Judías verdes Herradura,Castellón,octubre,Semana+44,"2,30 ","2,20"
1128,03 Hortalizas,Judía verde,Judías verdes Perona,Castellón,octubre,Semana+44,"2,30 ","2,20"
1129,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,octubre,Semana+44,"0,35 ","0,28"
1130,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,octubre,Semana+44,"0,25 ","0,18"
1131,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,octubre,Semana+44,"0,12 ","0,08"
1132,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,octubre,Semana+44,"0,28 ","0,28 "
1133,03 Hortalizas,Patata,Patata blanca,Alicante,octubre,Semana+44,"0,20 ","0,11"
1134,03 Hortalizas,Pepino,Pepino blanco,Alicante,octubre,Semana+44,"0,80 ","0,64"
1135,03 Hortalizas,Pimiento,Pimiento dulce Italia,Alicante,octubre,Semana+44,"0,69 ","0,62"
1136,03 Hortalizas,Pimiento,Pimiento dulce Italia,Castellón,octubre,Semana+44,"0,50 ","0,50 "
1137,03 Hortalizas,Pimiento,Pimiento Lamuyo rojo,Castellón,octubre,Semana+44,"0,60 ","0,60 "
1138,03 Hortalizas,Tomate,Tomate acostillado,Alicante,octubre,Semana+44,"1,27 ","0,70"
1139,03 Hortalizas,Tomate,Tomate Daniela,Alicante,octubre,Semana+44,"0,62 ","0,62 "
1140,03 Hortalizas,Tomate,Tomate liso,Alicante,octubre,Semana+44,"0,86 ","0,86 "
1141,03 Hortalizas,Tomate,Tomate liso,Castellón,octubre,Semana+44,"0,50 ","0,50 "
1142,03 Hortalizas,Tomate,Tomate pera,Castellón,octubre,Semana+44,"0,60 ","0,50"
1143,03 Hortalizas,Zanahoria,Zanahoria carlota,Alicante,octubre,Semana+44,"0,16 ","0,14"
1144,04 Frutos secos,Almendra,Almendra Comuna,Alicante,octubre,Semana+44,"4,41 ","4,31"
1145,04 Frutos secos,Almendra,Almendra Comuna,Castellón,octubre,Semana+44,"4,30 ","4,05"
1146,04 Frutos secos,Almendra,Almendra Comuna,Valencia,octubre,Semana+44,"4,20 ","4,20 "
1147,04 Frutos secos,Almendra,Almendra Largueta,Alicante,octubre,Semana+44,"5,06 ","4,96"
1148,04 Frutos secos,Almendra,Almendra Largueta,Valencia,octubre,Semana+44,"4,70 ","4,70 "
1149,04 Frutos secos,Almendra,Almendra Marcona,Alicante,octubre,Semana+44,"5,36 ","5,26"
1150,04 Frutos secos,Almendra,Almendra Marcona,Castellón,octubre,Semana+44,"5,15 ","5,05"
1151,04 Frutos secos,Almendra,Almendra Marcona,Valencia,octubre,Semana+44,"5,20 ","5,20 "
1152,04 Frutos secos,Almendra,Almendra Planeta,Alicante,octubre,Semana+44,"4,46 ","4,36"
1153,04 Frutos secos,Avellana,Avellana corriente,Lonja de Reus,octubre,Semana+44,"3,47 ","3,47 "
1154,04 Frutos secos,Avellana,Avellana negreta,Lonja de Reus,octubre,Semana+44,"3,62 ","3,62 "
1155,05 Flor cortada,Clavel,Clavel,Alicante,octubre,Semana+44,"0,12 ","0,12 "
1156,05 Flor cortada,Crisantemo,Crisantemo,Alicante,octubre,Semana+44,"1,50 ","1,50 "
1157,05 Flor cortada,Esparraguera,Esparraguera,Alicante,octubre,Semana+44,"1,60 ","1,60 "
1158,05 Flor cortada,Gerbera,Gerbera,Alicante,octubre,Semana+44,"0,30 ","0,30 "
1159,05 Flor cortada,Gladiolo,Gladiolo,Alicante,octubre,Semana+44,"0,35 ","0,35 "
1160,05 Flor cortada,Rosa,Rosa roja,Alicante,octubre,Semana+44,"0,50 ","0,50 "
1161,05 Flor cortada,Statice,Statice,Alicante,octubre,Semana+44,"1,50 ","1,50 "
1162,07 Cereales,Arroz,Arroz cáscara redondo,Valencia,octubre,Semana+44,"0,29 ","0,28"
1163,07 Cereales,Cebada,Cebada pienso<62kg/Hl,Lonja de Albacete,octubre,Semana+44,"0,156 ","0,156 "
1164,07 Cereales,Cebada,Cebada pienso>62kg/Hl,Lonja de Albacete,octubre,Semana+44,"0,16","0,16"
1165,07 Cereales,Maíz,Maíz secadero,Lonja de Albacete,octubre,Semana+44,"0,168 ","0,168 "
1166,08 Industriales,Aceite oliva,Aceite oliva lampante>2º,Castellón,octubre,Semana+44,"3,65 ","3,40"
1167,08 Industriales,Aceite oliva,"Aceite oliva virgen extra<0,8º",Castellón,octubre,Semana+44,"7,75 ","3,70"
1168,08 Industriales,Garrofa entera,Garrofa entera,Castellón,octubre,Semana+44,"0,36 ","0,33"
1169,08 Industriales,Girasol,"Pipa -9,2,44-",Lonja de Albacete,octubre,Semana+44,"0,30 ","0,30 "
1170,08 Industriales,Miel,Miel azahar,Castellón,octubre,Semana+44,"4,60 ","4,40"
1171,08 Industriales,Miel,Miel milflores,Castellón,octubre,Semana+44,"3,10 ","3,00"
1172,08 Industriales,Miel,Miel romero,Castellón,octubre,Semana+44,"5,20 ","5,00"
1173,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,octubre,Semana+44,"0,47 ","0,47 "
1174,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,octubre,Semana+44,"0,20 ","0,15"
1175,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,octubre,Semana+44,"0,05 ","0,05 "
1176,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,octubre,Semana+44,"3,81 ","3,75"
1177,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,octubre,Semana+44,"3,60 ","3,54"
1178,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,octubre,Semana+44,"3,45 ","3,39"
1179,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,octubre,Semana+44,"3,09 ","3,03"
1180,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,octubre,Semana+44,"0,95 ","0,95 "
1181,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,octubre,Semana+44,"0,560 ","0,560 "
1182,10 Ganaderos,Porcino,Porcino graso,Mercolleida,octubre,Semana+44,"1,043 ","1,043 "
1183,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,octubre,Semana+44,"30,50 ","30,50 "
1184,10 Ganaderos,Porcino,Porcino normal,Mercolleida,octubre,Semana+44,"1,055 ","1,055 "
1185,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,octubre,Semana+44,"1,067 ","1,067 "
1186,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,octubre,Semana+44,"1,85 ","1,85 "
1187,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,octubre,Semana+44,"1,78 ","1,78 "
1188,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,octubre,Semana+44,"1,68 ","1,68 "
1189,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,octubre,Semana+44,"1,37 ","1,37 "
1190,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,octubre,Semana+44,"1,85 ","1,85 "
1191,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,octubre,Semana+44,"1,78 ","1,78 "
1192,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,octubre,Semana+44,"1,68 ","1,68 "
1193,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,octubre,Semana+44,"1,37 ","1,37 "
1194,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,octubre,Semana+44,"4,49 ","4,49 "
1195,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,octubre,Semana+44,"4,30 ","4,30 "
1196,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,octubre,Semana+44,"4,10 ","4,10 "
1197,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,octubre,Semana+44,"3,88 ","3,88 "
1198,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,octubre,Semana+44,"4,43 ","4,43 "
1199,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,octubre,Semana+44,"4,16 ","4,16 "
1200,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,octubre,Semana+44,"3,98 ","3,98 "
1201,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,octubre,Semana+44,"3,77 ","3,77 "
1202,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,octubre,Semana+44,"4,43 ","4,43 "
1203,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,octubre,Semana+44,"4,14 ","4,14 "
1204,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,octubre,Semana+44,"3,98 ","3,98 "
1205,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,octubre,Semana+44,"3,75 ","3,75 "
1206,12 Vacuno,"Ternero, menos 280 kg",1. Excelente (E),Lonja de Binéfar,octubre,Semana+44,"4,25 ","4,25 "
1207,12 Vacuno,"Ternero, menos 280 kg",2. Muy buena (U),Lonja de Binéfar,octubre,Semana+44,"4,11 ","4,11 "
1208,12 Vacuno,"Ternero, menos 280 kg",3. Buena (R),Lonja de Binéfar,octubre,Semana+44,"3,91 ","3,91 "
1209,12 Vacuno,"Ternero, menos 280 kg",4. Menos buena (O),Lonja de Binéfar,octubre,Semana+44,"3,51 ","3,51 "
1211,01 Cítricos,Satsumas,Satsuma Owari,Valencia,octubre,Semana+43,"0,23 ","0,19"
1212,01 Cítricos,Clementinas,Clementina Arrufatina,Castellón,octubre,Semana+43,"0,30 ","0,30 "
1213,01 Cítricos,Clementinas,Clementina Clemenules,Alicante,octubre,Semana+43,"0,28 ","0,26"
1214,01 Cítricos,Clementinas,Clementina Clemenules,Castellón,octubre,Semana+43,"0,27 ","0,20"
1215,01 Cítricos,Clementinas,Clementina Clemenules,Valencia,octubre,Semana+43,"0,27 ","0,20"
1216,01 Cítricos,Clementinas,Clementina Esbal,Castellón,octubre,Semana+43,"0,42 ","0,37"
1217,01 Cítricos,Clementinas,Clementina Orogrande,Alicante,octubre,Semana+43,"0,26 ","0,26 "
1218,01 Cítricos,Clementinas,Clementina Oronules,Alicante,octubre,Semana+43,"0,45 ","0,35"
1219,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Alicante,octubre,Semana+43,"0,33 ","0,26"
1220,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Castellón,octubre,Semana+43,"0,24 ","0,24 "
1221,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Valencia,octubre,Semana+43,"0,25 ","0,23"
1222,01 Cítricos,Otras Mandarinas,Mandarina Nadorcott,Alicante,octubre,Semana+43,"0,78 ","0,70"
1223,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Alicante,octubre,Semana+43,"0,26 ","0,23"
1224,01 Cítricos,Naranjas,Naranja Navel Lane Late,Alicante,octubre,Semana+43,"0,33 ","0,26"
1225,01 Cítricos,Naranjas,Naranja Navel Lane Late,Valencia,octubre,Semana+43,"0,27 ","0,21"
1226,01 Cítricos,Naranjas,Naranja Navel Powel,Castellón,octubre,Semana+43,"0,33 ","0,33 "
1227,01 Cítricos,Naranjas,Naranja Navelina,Alicante,octubre,Semana+43,"0,27 ","0,21"
1228,01 Cítricos,Naranjas,Naranja Navelina,Valencia,octubre,Semana+43,"0,23 ","0,18"
1229,01 Cítricos,Naranjas,Naranja W. Navel,Valencia,octubre,Semana+43,"0,25 ","0,21"
1230,01 Cítricos,Naranjas Blancas,Salustiana,Alicante,octubre,Semana+43,"0,23 ","0,21"
1231,01 Cítricos,Naranjas Blancas,Salustiana,Valencia,octubre,Semana+43,"0,23 ","0,17"
1232,01 Cítricos,Limón Fino,Limón Fino/Primofiori (1corte),Alicante,octubre,Semana+43,"0,60 ","0,50"
1233,01 Cítricos,Limón Fino,Limón Fino/Primofiori (Todo Limón),Alicante,octubre,Semana+43,"0,40 ","0,30"
1234,01 Cítricos,Pomelos,Pomelo rojo,Alicante,octubre,Semana+43,"0,20 ","0,15"
1235,02 Frutales,Caqui,Caqui R. Brillante,Valencia,octubre,Semana+43,"0,27 ","0,18"
1236,02 Frutales,Granada,Granada Mollar,Alicante,octubre,Semana+43,"0,80 ","0,37"
1237,02 Frutales,Manzana,Manzana Fuji,Alicante,octubre,Semana+43,"0,90 ","0,90 "
1238,02 Frutales,Manzana,Manzana Golden,Alicante,octubre,Semana+43,"0,75 ","0,65"
1239,02 Frutales,Manzana,Manzana Starking,Alicante,octubre,Semana+43,"1,10 ","1,00"
1240,02 Frutales,Uva de mesa,Uva de mesa Aledo,Alicante,octubre,Semana+43,"1,00 ","0,90"
1241,03 Hortalizas,Acelga,Acelga,Valencia,octubre,Semana+43,"0,65 ","0,55"
1242,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Castellón,octubre,Semana+43,"1,50 ","1,20"
1243,03 Hortalizas,Apio,Apio verde,Alicante,octubre,Semana+43,"0,24 ","0,22"
1244,03 Hortalizas,Berenjena,Berenjena rayada,Alicante,octubre,Semana+43,"0,69 ","0,32"
1245,03 Hortalizas,Boniato,Boniato blanco,Alicante,octubre,Semana+43,"0,60 ","0,40"
1246,03 Hortalizas,Boniato,Boniato rojo,Alicante,octubre,Semana+43,"0,43 ","0,32"
1247,03 Hortalizas,Calabacín,Calabacín,Alicante,octubre,Semana+43,"0,69 ","0,60"
1248,03 Hortalizas,Calabacín,Calabacín,Castellón,octubre,Semana+43,"0,75 ","0,70"
1249,03 Hortalizas,Calabacín,Calabacín blanco,Castellón,octubre,Semana+43,"1,30 ","1,20"
1250,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Alicante,octubre,Semana+43,"0,32 ","0,18"
1251,03 Hortalizas,Col,Col lombarda,Castellón,octubre,Semana+43,"0,45 ","0,40"
1252,03 Hortalizas,Col Brócoli,Col brócoli,Castellón,octubre,Semana+43,"1,00 ","1,00 "
1253,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Alicante,octubre,Semana+43,"0,22 ","0,20"
1254,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Castellón,octubre,Semana+43,"0,36 ","0,36 "
1255,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Valencia,octubre,Semana+43,"0,25 ","0,18"
1256,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Castellón,octubre,Semana+43,"0,50 ","0,23"
1257,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Alicante,octubre,Semana+43,"0,46 ","0,28"
1258,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Castellón,octubre,Semana+43,"0,35 ","0,28"
1259,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Valencia,octubre,Semana+43,"0,48 ","0,37"
1260,03 Hortalizas,Escarola,Escarola hoja rizada,Castellón,octubre,Semana+43,"0,50 ","0,39"
1261,03 Hortalizas,Escarola,Escarola hoja rizada,Valencia,octubre,Semana+43,"0,50 ","0,50 "
1262,03 Hortalizas,Espinaca verde,Espinaca verde,Valencia,octubre,Semana+43,"1,14 ","0,86"
1263,03 Hortalizas,Judía Roja,Judía roja (roget),Castellón,octubre,Semana+43,"1,20 ","1,20 "
1264,03 Hortalizas,Judía verde,Judías verdes Herradura,Castellón,octubre,Semana+43,"2,20 ","2,20 "
1265,03 Hortalizas,Judía verde,Judías verdes Perona,Castellón,octubre,Semana+43,"2,00 ","2,00 "
1266,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,octubre,Semana+43,"0,35 ","0,30"
1267,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,octubre,Semana+43,"0,28 ","0,15"
1268,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,octubre,Semana+43,"0,12 ","0,08"
1269,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,octubre,Semana+43,"0,31 ","0,31 "
1270,03 Hortalizas,Patata,Patata blanca,Alicante,octubre,Semana+43,"0,18 ","0,13"
1271,03 Hortalizas,Pepino,Pepino blanco,Alicante,octubre,Semana+43,"0,68 ","0,52"
1272,03 Hortalizas,Pimiento,Pimiento dulce Italia,Alicante,octubre,Semana+43,"0,69 ","0,65"
1273,03 Hortalizas,Pimiento,Pimiento dulce Italia,Castellón,octubre,Semana+43,"0,85 ","0,70"
1274,03 Hortalizas,Pimiento,Pimiento Lamuyo rojo,Castellón,octubre,Semana+43,"1,20 ","0,60"
1275,03 Hortalizas,Tomate,Tomate acostillado,Alicante,octubre,Semana+43,"1,33 ","0,89"
1276,03 Hortalizas,Tomate,Tomate liso,Alicante,octubre,Semana+43,"0,95 ","0,86"
1277,03 Hortalizas,Tomate,Tomate liso,Castellón,octubre,Semana+43,"0,50 ","0,50 "
1278,03 Hortalizas,Tomate,Tomate pera,Castellón,octubre,Semana+43,"0,70 ","0,60"
1279,03 Hortalizas,Zanahoria,Zanahoria carlota,Alicante,octubre,Semana+43,"0,16 ","0,14"
1280,04 Frutos secos,Almendra,Almendra Comuna,Alicante,octubre,Semana+43,"4,41 ","4,31"
1281,04 Frutos secos,Almendra,Almendra Comuna,Castellón,octubre,Semana+43,"4,30 ","4,05"
1282,04 Frutos secos,Almendra,Almendra Comuna,Valencia,octubre,Semana+43,"4,20 ","4,20 "
1283,04 Frutos secos,Almendra,Almendra Largueta,Alicante,octubre,Semana+43,"5,01 ","4,91"
1284,04 Frutos secos,Almendra,Almendra Largueta,Valencia,octubre,Semana+43,"4,70 ","4,70 "
1285,04 Frutos secos,Almendra,Almendra Marcona,Alicante,octubre,Semana+43,"5,36 ","5,26"
1286,04 Frutos secos,Almendra,Almendra Marcona,Castellón,octubre,Semana+43,"5,15 ","5,05"
1287,04 Frutos secos,Almendra,Almendra Marcona,Valencia,octubre,Semana+43,"5,20 ","5,20 "
1288,04 Frutos secos,Almendra,Almendra Planeta,Alicante,octubre,Semana+43,"4,46 ","4,36"
1289,04 Frutos secos,Avellana,Avellana corriente,Lonja de Reus,octubre,Semana+43,"3,47 ","3,47 "
1290,04 Frutos secos,Avellana,Avellana negreta,Lonja de Reus,octubre,Semana+43,"3,62 ","3,62 "
1291,05 Flor cortada,Clavel,Clavel,Alicante,octubre,Semana+43,"0,16 ","0,16 "
1292,05 Flor cortada,Crisantemo,Crisantemo,Alicante,octubre,Semana+43,"1,65 ","1,65 "
1293,05 Flor cortada,Esparraguera,Esparraguera,Alicante,octubre,Semana+43,"1,80 ","1,80 "
1294,05 Flor cortada,Gerbera,Gerbera,Alicante,octubre,Semana+43,"0,50 ","0,50 "
1295,05 Flor cortada,Gladiolo,Gladiolo,Alicante,octubre,Semana+43,"0,39 ","0,39 "
1296,05 Flor cortada,Rosa,Rosa roja,Alicante,octubre,Semana+43,"0,50 ","0,50 "
1297,05 Flor cortada,Statice,Statice,Alicante,octubre,Semana+43,"1,65 ","1,65 "
1298,07 Cereales,Arroz,Arroz cáscara redondo,Valencia,octubre,Semana+43,"0,29 ","0,28"
1299,07 Cereales,Cebada,Cebada pienso<62kg/Hl,Lonja de Albacete,octubre,Semana+43,"0,154 ","0,154 "
1300,07 Cereales,Cebada,Cebada pienso>62kg/Hl,Lonja de Albacete,octubre,Semana+43,"0,161","0,161"
1301,07 Cereales,Maíz,Maíz secadero,Lonja de Albacete,octubre,Semana+43,"0,169 ","0,169 "
1302,08 Industriales,Aceite oliva,Aceite oliva lampante>2º,Castellón,octubre,Semana+43,"3,65 ","3,40"
1303,08 Industriales,Aceite oliva,"Aceite oliva virgen 0,8º-2º",Castellón,octubre,Semana+43,"3,70 ","3,70 "
1304,08 Industriales,Aceite oliva,"Aceite oliva virgen extra<0,8º",Castellón,octubre,Semana+43,"4,00 ","3,80"
1305,08 Industriales,Garrofa entera,Garrofa entera,Castellón,octubre,Semana+43,"0,36 ","0,33"
1306,08 Industriales,Girasol,"Pipa -9,2,44-",Lonja de Albacete,octubre,Semana+43,"0,30 ","0,30 "
1307,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,octubre,Semana+43,"0,42 ","0,42 "
1308,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,octubre,Semana+43,"0,18 ","0,13"
1309,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,octubre,Semana+43,"0,05 ","0,05 "
1310,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,octubre,Semana+43,"3,81 ","3,75"
1311,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,octubre,Semana+43,"3,60 ","3,54"
1312,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,octubre,Semana+43,"3,45 ","3,39"
1313,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,octubre,Semana+43,"3,09 ","3,03"
1314,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,octubre,Semana+43,"0,95 ","0,95 "
1315,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,octubre,Semana+43,"0,560 ","0,560 "
1316,10 Ganaderos,Porcino,Porcino graso,Mercolleida,octubre,Semana+43,"1,063 ","1,063 "
1317,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,octubre,Semana+43,"30,50 ","30,50 "
1318,10 Ganaderos,Porcino,Porcino normal,Mercolleida,octubre,Semana+43,"1,075 ","1,075 "
1319,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,octubre,Semana+43,"1,087 ","1,087 "
1320,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,octubre,Semana+43,"1,83 ","1,83 "
1321,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,octubre,Semana+43,"1,76 ","1,76 "
1322,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,octubre,Semana+43,"1,66 ","1,66 "
1323,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,octubre,Semana+43,"1,35 ","1,35 "
1324,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,octubre,Semana+43,"1,83 ","1,83 "
1325,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,octubre,Semana+43,"1,76 ","1,76 "
1326,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,octubre,Semana+43,"1,66 ","1,66 "
1327,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,octubre,Semana+43,"1,35 ","1,35 "
1328,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,octubre,Semana+43,"4,48 ","4,48 "
1329,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,octubre,Semana+43,"4,29 ","4,29 "
1330,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,octubre,Semana+43,"4,09 ","4,09 "
1331,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,octubre,Semana+43,"3,87 ","3,87 "
1332,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,octubre,Semana+43,"4,42 ","4,42 "
1333,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,octubre,Semana+43,"4,15 ","4,15 "
1334,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,octubre,Semana+43,"3,97 ","3,97 "
1335,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,octubre,Semana+43,"3,76 ","3,76 "
1336,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,octubre,Semana+43,"4,42 ","4,42 "
