,producto,subtipo,tipo_comercial,mercado,mes,semana,precio_max,precio_min
20,01 Cítricos,04- Naranjas,Naranja Sanguinelli,Castellón,diciembre,Semana+51,"0,40 ","0,37"
21,01 Cítricos,04- Naranjas,Naranja Sanguinelli,Valencia,diciembre,Semana+51,"0,40 ","0,23"
22,01 Cítricos,04- Naranjas,Naranja W. Navel,Castellón,diciembre,Semana+51,"0,21 ","0,19"
23,01 Cítricos,04- Naranjas,Naranja W. Navel,Valencia,diciembre,Semana+51,"0,23 ","0,20"
24,01 Cítricos,05- Naranjas Blancas,Salustiana,Alicante,diciembre,Semana+51,"0,25 ","0,23"
25,01 Cítricos,05- Naranjas Blancas,Salustiana,Castellón,diciembre,Semana+51,"0,23 ","0,16"
26,01 Cítricos,05- Naranjas Blancas,Salustiana,Valencia,diciembre,Semana+51,"0,23 ","0,19"
27,01 Cítricos,05- Naranjas Blancas,Valencia Late,Castellón,diciembre,Semana+51,"0,28 ","0,26"
28,01 Cítricos,06- Limón Fino,Limón Fino/Primofiori (1corte),Alicante,diciembre,Semana+51,"0,50 ","0,50 "
29,01 Cítricos,06- Limón Fino,Limón Fino/Primofiori (Todo Limón),Alicante,diciembre,Semana+51,"0,40 ","0,30"
30,02 Frutales,Granada,Granada Mollar,Alicante,diciembre,Semana+51,"0,71 ","0,42"
31,02 Frutales,Manzana,Manzana Fuji,Alicante,diciembre,Semana+51,"0,85 ","0,85 "
32,02 Frutales,Manzana,Manzana Golden,Alicante,diciembre,Semana+51,"0,67 ","0,57"
33,02 Frutales,Manzana,Manzana Starking,Alicante,diciembre,Semana+51,"1,05 ","0,95"
34,03 Hortalizas,Acelga,Acelga,Alicante,diciembre,Semana+51,"0,40 ","0,36"
35,03 Hortalizas,Acelga,Acelga,Valencia,diciembre,Semana+51,"0,73 ","0,65"
36,03 Hortalizas,Ajo tierno,Ajo tierno,Alicante,diciembre,Semana+51,"1,30 ","1,05"
37,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Alicante,diciembre,Semana+51,"1,57 ","0,40"
38,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Castellón,diciembre,Semana+51,"1,50 ","1,10"
39,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Valencia,diciembre,Semana+51,"1,20 ","0,70"
40,03 Hortalizas,Alcachofa,Alcachofa industria corazones,Alicante,diciembre,Semana+51,"0,75 ","0,50"
41,03 Hortalizas,Alcachofa,Alcachofa industria perolas,Alicante,diciembre,Semana+51,"0,30 ","0,17"
42,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Alicante,diciembre,Semana+51,"0,36 ","0,30"
43,03 Hortalizas,Alcachofa,Alcachofa industria troceado,Castellón,diciembre,Semana+51,"0,35 ","0,30"
44,03 Hortalizas,Apio,Apio verde,Alicante,diciembre,Semana+51,"0,15 ","0,12"
45,03 Hortalizas,Boniato,Boniato blanco,Alicante,diciembre,Semana+51,"0,52 ","0,43"
46,03 Hortalizas,Boniato,Boniato rojo,Alicante,diciembre,Semana+51,"0,60 ","0,43"
47,03 Hortalizas,Calabacín,Calabacín,Alicante,diciembre,Semana+51,"1,03 ","0,90"
48,03 Hortalizas,Calabacín,Calabacín blanco,Castellón,diciembre,Semana+51,"1,50 ","1,40"
49,03 Hortalizas,Calabaza,Calabaza redonda,Valencia,diciembre,Semana+51,"0,45 ","0,30"
50,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Alicante,diciembre,Semana+51,"0,34 ","0,16"
51,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Castellón,diciembre,Semana+51,"0,35 ","0,35 "
52,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Valencia,diciembre,Semana+51,"0,25 ","0,20"
53,03 Hortalizas,Cebolla tierna,Cebolla tierna,Alicante,diciembre,Semana+51,"0,49 ","0,45"
54,03 Hortalizas,Cebolla tierna,Cebolla tierna,Valencia,diciembre,Semana+51,"0,33 ","0,22"
55,03 Hortalizas,Col,Col china,Castellón,diciembre,Semana+51,"0,40 ","0,40 "
56,03 Hortalizas,Col,Col lombarda,Castellón,diciembre,Semana+51,"0,30 ","0,25"
57,03 Hortalizas,Col Brócoli,Col brócoli,Alicante,diciembre,Semana+51,"0,80 ","0,60"
58,03 Hortalizas,Col Brócoli,Col brócoli,Castellón,diciembre,Semana+51,"1,17 ","1,17 "
59,03 Hortalizas,Col Brócoli,Col brocoli industria,Alicante,diciembre,Semana+51,"0,20 ","0,15"
60,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Alicante,diciembre,Semana+51,"0,25 ","0,18"
61,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Castellón,diciembre,Semana+51,"0,29 ","0,29 "
62,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Valencia,diciembre,Semana+51,"0,18 ","0,12"
63,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Alicante,diciembre,Semana+51,"0,25 ","0,23"
64,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Castellón,diciembre,Semana+51,"0,37 ","0,25"
65,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Alicante,diciembre,Semana+51,"0,69 ","0,37"
66,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Castellón,diciembre,Semana+51,"0,80 ","0,35"
67,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Valencia,diciembre,Semana+51,"0,67 ","0,56"
68,03 Hortalizas,Escarola,Escarola hoja ancha lisa,Alicante,diciembre,Semana+51,"0,30 ","0,28"
69,03 Hortalizas,Escarola,Escarola hoja ancha lisa,Castellón,diciembre,Semana+51,"0,30 ","0,30 "
70,03 Hortalizas,Escarola,Escarola hoja rizada,Alicante,diciembre,Semana+51,"0,33 ","0,26"
71,03 Hortalizas,Escarola,Escarola hoja rizada,Castellón,diciembre,Semana+51,"0,57 ","0,30"
72,03 Hortalizas,Escarola,Escarola hoja rizada,Valencia,diciembre,Semana+51,"0,50 ","0,50 "
73,03 Hortalizas,Escarola,Escarola industria,Castellón,diciembre,Semana+51,"0,35 ","0,35 "
74,03 Hortalizas,Espinaca verde,Espinaca verde,Alicante,diciembre,Semana+51,"1,75 ","1,65"
75,03 Hortalizas,Espinaca verde,Espinaca verde,Valencia,diciembre,Semana+51,"1,31 ","1,07"
76,03 Hortalizas,Haba,Habas Muchamiel,Alicante,diciembre,Semana+51,"2,15 ","2,04"
77,03 Hortalizas,Judía Roja,Judía roja (roget),Castellón,diciembre,Semana+51,"2,50 ","2,50 "
78,03 Hortalizas,Judía verde,Judías verdes Perona,Castellón,diciembre,Semana+51,"2,50 ","2,50 "
79,03 Hortalizas,Lechuga,Lechuga Iceberg,Alicante,diciembre,Semana+51,"0,50 ","0,43"
80,03 Hortalizas,Lechuga,Lechuga Little Gem,Alicante,diciembre,Semana+51,"0,39 ","0,28"
81,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,diciembre,Semana+51,"0,35 ","0,30"
82,03 Hortalizas,Lechuga,Lechuga Mini Romana,Alicante,diciembre,Semana+51,"0,45 ","0,40"
83,03 Hortalizas,Lechuga,Lechuga Romana,Alicante,diciembre,Semana+51,"0,30 ","0,25"
84,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,diciembre,Semana+51,"0,28 ","0,25"
85,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,diciembre,Semana+51,"0,14 ","0,10"
86,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,diciembre,Semana+51,"0,38 ","0,38 "
87,03 Hortalizas,Patata,Patata blanca,Alicante,diciembre,Semana+51,"0,52 ","0,06"
88,03 Hortalizas,Tomate,Tomate acostillado,Alicante,diciembre,Semana+51,"1,48 ","0,93"
89,03 Hortalizas,Tomate,Tomate Daniela,Alicante,diciembre,Semana+51,"1,08 ","0,85"
90,03 Hortalizas,Zanahoria,Zanahoria carlota,Alicante,diciembre,Semana+51,"0,16 ","0,14"
91,04 Frutos secos,Almendra,Almendra Comuna,Alicante,diciembre,Semana+51,"4,26 ","4,16"
92,04 Frutos secos,Almendra,Almendra Comuna,Castellón,diciembre,Semana+51,"4,25 ","3,95"
93,04 Frutos secos,Almendra,Almendra Comuna,Valencia,diciembre,Semana+51,"4,55 ","4,55 "
94,04 Frutos secos,Almendra,Almendra Largueta,Alicante,diciembre,Semana+51,"5,01 ","4,91"
95,04 Frutos secos,Almendra,Almendra Largueta,Valencia,diciembre,Semana+51,"4,95 ","4,95 "
96,04 Frutos secos,Almendra,Almendra Marcona,Alicante,diciembre,Semana+51,"5,11 ","5,01"
97,04 Frutos secos,Almendra,Almendra Marcona,Castellón,diciembre,Semana+51,"4,95 ","4,80"
98,04 Frutos secos,Almendra,Almendra Marcona,Valencia,diciembre,Semana+51,"5,30 ","5,30 "
99,04 Frutos secos,Almendra,Almendra Planeta,Alicante,diciembre,Semana+51,"4,31 ","4,21"
100,04 Frutos secos,Avellana,Avellana corriente,Lonja de Reus,diciembre,Semana+51,"3,47 ","3,47 "
101,04 Frutos secos,Avellana,Avellana negreta,Lonja de Reus,diciembre,Semana+51,"3,62 ","3,62 "
102,05 Flor cortada,Clavel,Clavel,Alicante,diciembre,Semana+51,"0,10 ","0,10 "
103,05 Flor cortada,Crisantemo,Crisantemo,Alicante,diciembre,Semana+51,"1,50 ","1,50 "
104,05 Flor cortada,Esparraguera,Esparraguera,Alicante,diciembre,Semana+51,"1,60 ","1,60 "
105,05 Flor cortada,Gerbera,Gerbera,Alicante,diciembre,Semana+51,"0,25 ","0,25 "
106,05 Flor cortada,Gladiolo,Gladiolo,Alicante,diciembre,Semana+51,"0,40 ","0,40 "
107,05 Flor cortada,Rosa,Rosa roja,Alicante,diciembre,Semana+51,"0,50 ","0,50 "
108,05 Flor cortada,Statice,Statice,Alicante,diciembre,Semana+51,"1,35 ","1,35 "
109,07 Cereales,Arroz,Arroz cáscara redondo,Valencia,diciembre,Semana+51,"0,29 ","0,29 "
110,07 Cereales,Cebada,Cebada pienso<62kg/Hl,Lonja de Albacete,diciembre,Semana+51,"0,162 ","0,162 "
111,07 Cereales,Cebada,Cebada pienso>62kg/Hl,Lonja de Albacete,diciembre,Semana+51,"0,169","0,169"
112,07 Cereales,Maíz,Maíz secadero,Lonja de Albacete,diciembre,Semana+51,"0,168 ","0,168 "
113,08 Industriales,Aceite oliva,Aceite oliva lampante>2º,Castellón,diciembre,Semana+51,"3,25 ","3,20"
114,08 Industriales,Aceite oliva,"Aceite oliva virgen 0,8º-2º",Castellón,diciembre,Semana+51,"3,40 ","3,40 "
115,08 Industriales,Aceite oliva,"Aceite oliva virgen extra<0,8º",Castellón,diciembre,Semana+51,"3,60 ","3,60 "
116,08 Industriales,Garrofa entera,Garrofa entera,Castellón,diciembre,Semana+51,"0,50 ","0,45"
117,08 Industriales,Girasol,"Pipa -9,2,44-",Lonja de Albacete,diciembre,Semana+51,"0,30 ","0,30 "
118,10 Ganaderos,Gallina,Gallina pesada,Lonja del Ebro,diciembre,Semana+51,"0,62 ","0,62 "
119,10 Ganaderos,Gallina,Gallina semipesada,Lonja del Ebro,diciembre,Semana+51,"0,22 ","0,17"
120,10 Ganaderos,Gallo,Gallo pesado,Lonja del Ebro,diciembre,Semana+51,"0,05 ","0,05 "
121,10 Ganaderos,Ovino,Ovino 19-23 kg,Lonja de Albacete,diciembre,Semana+51,"3,60 ","3,54"
122,10 Ganaderos,Ovino,Ovino 23-25 kg,Lonja de Albacete,diciembre,Semana+51,"3,42 ","3,36"
123,10 Ganaderos,Ovino,Ovino 25-28 kg,Lonja de Albacete,diciembre,Semana+51,"3,30 ","3,24"
124,10 Ganaderos,Ovino,Ovino 28-34 kg,Lonja de Albacete,diciembre,Semana+51,"2,94 ","2,88"
125,10 Ganaderos,Pollo,Pollo broiler,Lonja del Ebro,diciembre,Semana+51,"1,10 ","1,10 "
126,10 Ganaderos,Porcino,Porcino cerda,Mercolleida,diciembre,Semana+51,"0,560 ","0,560 "
127,10 Ganaderos,Porcino,Porcino graso,Mercolleida,diciembre,Semana+51,"1,003 ","1,003 "
128,10 Ganaderos,Porcino,Porcino lechón 20kg,Mercolleida,diciembre,Semana+51,"37,00 ","37,00 "
129,10 Ganaderos,Porcino,Porcino normal,Mercolleida,diciembre,Semana+51,"1,015 ","1,015 "
130,10 Ganaderos,Porcino,Porcino selecto,Mercolleida,diciembre,Semana+51,"1,027 ","1,027 "
131,11 Huevos,Huevos blancos,1. Huevos blancos clase XL,Lonja de Reus,diciembre,Semana+51,"1,87 ","1,87 "
132,11 Huevos,Huevos blancos,2. Huevos blancos clase L,Lonja de Reus,diciembre,Semana+51,"1,81 ","1,81 "
133,11 Huevos,Huevos blancos,3. Huevos blancos clase M,Lonja de Reus,diciembre,Semana+51,"1,71 ","1,71 "
134,11 Huevos,Huevos blancos,4. Huevos blancos clase S,Lonja de Reus,diciembre,Semana+51,"1,39 ","1,39 "
135,11 Huevos,Huevos Rubios,1. Huevos rubios clase XL,Lonja de Reus,diciembre,Semana+51,"1,87 ","1,87 "
136,11 Huevos,Huevos Rubios,2. Huevos rubios clase L,Lonja de Reus,diciembre,Semana+51,"1,81 ","1,81 "
137,11 Huevos,Huevos Rubios,3. Huevos rubios clase M,Lonja de Reus,diciembre,Semana+51,"1,71 ","1,71 "
138,11 Huevos,Huevos Rubios,4. Huevos rubios clase S,Lonja de Reus,diciembre,Semana+51,"1,39 ","1,39 "
139,12 Vacuno,Ternera 180-220 kgs,1. Excelente (E),Lonja de Binéfar,diciembre,Semana+51,"4,58 ","4,58 "
140,12 Vacuno,Ternera 180-220 kgs,2. Muy buena (U),Lonja de Binéfar,diciembre,Semana+51,"4,39 ","4,39 "
141,12 Vacuno,Ternera 180-220 kgs,3. Buena (R),Lonja de Binéfar,diciembre,Semana+51,"4,19 ","4,19 "
142,12 Vacuno,Ternera 180-220 kgs,4. Menos buena (O),Lonja de Binéfar,diciembre,Semana+51,"3,97 ","3,97 "
143,12 Vacuno,Ternera 221-260 kgs,1. Excelente (E),Lonja de Binéfar,diciembre,Semana+51,"4,52 ","4,52 "
144,12 Vacuno,Ternera 221-260 kgs,2. Muy buena (U),Lonja de Binéfar,diciembre,Semana+51,"4,25 ","4,25 "
145,12 Vacuno,Ternera 221-260 kgs,3. Buena (R),Lonja de Binéfar,diciembre,Semana+51,"4,06 ","4,06 "
146,12 Vacuno,Ternera 221-260 kgs,4. Menos buena (O),Lonja de Binéfar,diciembre,Semana+51,"3,86 ","3,86 "
147,12 Vacuno,Ternera 261-300 kgs,1. Excelente (E),Lonja de Binéfar,diciembre,Semana+51,"4,50 ","4,50 "
148,12 Vacuno,Ternera 261-300 kgs,2. Muy buena (U),Lonja de Binéfar,diciembre,Semana+51,"4,23 ","4,23 "
149,12 Vacuno,Ternera 261-300 kgs,3. Buena (R),Lonja de Binéfar,diciembre,Semana+51,"4,06 ","4,06 "
150,12 Vacuno,Ternera 261-300 kgs,4. Menos buena (O),Lonja de Binéfar,diciembre,Semana+51,"3,82 ","3,82 "
151,12 Vacuno,"Ternero, menos 280 kg",1. Excelente (E),Lonja de Binéfar,diciembre,Semana+51,"4,35 ","4,35 "
152,12 Vacuno,"Ternero, menos 280 kg",2. Muy buena (U),Lonja de Binéfar,diciembre,Semana+51,"4,21 ","4,21 "
153,12 Vacuno,"Ternero, menos 280 kg",3. Buena (R),Lonja de Binéfar,diciembre,Semana+51,"4,02 ","4,02 "
154,12 Vacuno,"Ternero, menos 280 kg",4. Menos buena (O),Lonja de Binéfar,diciembre,Semana+51,"3,57 ","3,57 "
156,01 Cítricos,Clementinas,Clementina Clemenules,Alicante,diciembre,Semana+50,"0,35 ","0,30"
157,01 Cítricos,Clementinas,Clementina Clemenules,Castellón,diciembre,Semana+50,"0,33 ","0,19"
158,01 Cítricos,Clementinas,Clementina Clemenules,Valencia,diciembre,Semana+50,"0,25 ","0,23"
159,01 Cítricos,Clementinas,Clementina Fina,Castellón,diciembre,Semana+50,"0,33 ","0,30"
160,01 Cítricos,Clementinas,Clementina Hernandina,Castellón,diciembre,Semana+50,"0,39 ","0,39 "
161,01 Cítricos,Clementinas,Clementina Hernandina,Valencia,diciembre,Semana+50,"0,32 ","0,26"
162,01 Cítricos,Clementinas,Clementina Orogrande,Alicante,diciembre,Semana+50,"0,35 ","0,30"
163,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Alicante,diciembre,Semana+50,"0,40 ","0,30"
164,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Castellón,diciembre,Semana+50,"0,33 ","0,23"
165,01 Cítricos,Otras Mandarinas,Mandarina Clemenvilla,Valencia,diciembre,Semana+50,"0,30 ","0,23"
166,01 Cítricos,Otras Mandarinas,Mandarina Nadorcott,Alicante,diciembre,Semana+50,"0,80 ","0,70"
167,01 Cítricos,Otras Mandarinas,Mandarina Nadorcott,Valencia,diciembre,Semana+50,"0,70 ","0,51"
168,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Alicante,diciembre,Semana+50,"0,23 ","0,23 "
169,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Castellón,diciembre,Semana+50,"0,27 ","0,19"
170,01 Cítricos,Otras Mandarinas,Mandarina Ortanique,Valencia,diciembre,Semana+50,"0,25 ","0,21"
171,01 Cítricos,Naranjas,Naranja Navel Lane Late,Alicante,diciembre,Semana+50,"0,33 ","0,30"
172,01 Cítricos,Naranjas,Naranja Navel Lane Late,Castellón,diciembre,Semana+50,"0,28 ","0,21"
173,01 Cítricos,Naranjas,Naranja Navel Lane Late,Valencia,diciembre,Semana+50,"0,30 ","0,23"
174,01 Cítricos,Naranjas,Naranja Navel Powel,Castellón,diciembre,Semana+50,"0,33 ","0,28"
175,01 Cítricos,Naranjas,Naranja Navelina,Alicante,diciembre,Semana+50,"0,22 ","0,19"
176,01 Cítricos,Naranjas,Naranja Navelina,Valencia,diciembre,Semana+50,"0,23 ","0,17"
177,01 Cítricos,Naranjas,Naranja Sanguinelli,Valencia,diciembre,Semana+50,"0,40 ","0,21"
178,01 Cítricos,Naranjas,Naranja W. Navel,Castellón,diciembre,Semana+50,"0,25 ","0,19"
179,01 Cítricos,Naranjas,Naranja W. Navel,Valencia,diciembre,Semana+50,"0,23 ","0,20"
180,01 Cítricos,Naranjas Blancas,Salustiana,Alicante,diciembre,Semana+50,"0,26 ","0,23"
181,01 Cítricos,Naranjas Blancas,Salustiana,Castellón,diciembre,Semana+50,"0,20 ","0,16"
182,01 Cítricos,Naranjas Blancas,Salustiana,Valencia,diciembre,Semana+50,"0,25 ","0,19"
183,01 Cítricos,Naranjas Blancas,Valencia Late,Castellón,diciembre,Semana+50,"0,28 ","0,26"
184,01 Cítricos,Limón Fino,Limón Fino/Primofiori (1corte),Alicante,diciembre,Semana+50,"0,55 ","0,45"
185,01 Cítricos,Limón Fino,Limón Fino/Primofiori (Todo Limón),Alicante,diciembre,Semana+50,"0,40 ","0,35"
186,02 Frutales,Caqui,Caqui R. Brillante,Valencia,diciembre,Semana+50,"0,54 ","0,25"
187,02 Frutales,Granada,Granada Mollar,Alicante,diciembre,Semana+50,"0,71 ","0,42"
188,02 Frutales,Manzana,Manzana Fuji,Alicante,diciembre,Semana+50,"0,85 ","0,85 "
189,02 Frutales,Manzana,Manzana Golden,Alicante,diciembre,Semana+50,"0,67 ","0,57"
190,02 Frutales,Manzana,Manzana Starking,Alicante,diciembre,Semana+50,"1,05 ","0,95"
191,03 Hortalizas,Acelga,Acelga,Alicante,diciembre,Semana+50,"0,41 ","0,35"
192,03 Hortalizas,Acelga,Acelga,Valencia,diciembre,Semana+50,"0,65 ","0,55"
193,03 Hortalizas,Ajo tierno,Ajo tierno,Alicante,diciembre,Semana+50,"1,30 ","1,11"
194,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Alicante,diciembre,Semana+50,"1,83 ","0,39"
195,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Castellón,diciembre,Semana+50,"1,50 ","1,00"
196,03 Hortalizas,Alcachofa,Alcachofa consumo fresco,Valencia,diciembre,Semana+50,"1,00 ","0,90"
197,03 Hortalizas,Alcachofa,Alcachofa industria corazones,Alicante,diciembre,Semana+50,"0,75 ","0,50"
198,03 Hortalizas,Alcachofa,Alcachofa industria perolas,Alicante,diciembre,Semana+50,"0,30 ","0,20"
199,03 Hortalizas,Apio,Apio verde,Alicante,diciembre,Semana+50,"0,15 ","0,12"
200,03 Hortalizas,Berenjena,Berenjena rayada,Alicante,diciembre,Semana+50,"1,25 ","1,20"
201,03 Hortalizas,Boniato,Boniato blanco,Alicante,diciembre,Semana+50,"0,52 ","0,38"
202,03 Hortalizas,Boniato,Boniato rojo,Alicante,diciembre,Semana+50,"0,58 ","0,40"
203,03 Hortalizas,Calabacín,Calabacín,Alicante,diciembre,Semana+50,"1,05 ","0,95"
204,03 Hortalizas,Calabacín,Calabacín blanco,Castellón,diciembre,Semana+50,"1,40 ","1,30"
205,03 Hortalizas,Calabaza,Calabaza redonda,Valencia,diciembre,Semana+50,"0,40 ","0,30"
206,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Alicante,diciembre,Semana+50,"0,34 ","0,16"
207,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Castellón,diciembre,Semana+50,"0,20 ","0,20 "
208,03 Hortalizas,Calabaza,Calabaza tipo cacahuete,Valencia,diciembre,Semana+50,"0,28 ","0,20"
209,03 Hortalizas,Cebolla tierna,Cebolla tierna,Alicante,diciembre,Semana+50,"0,48 ","0,39"
210,03 Hortalizas,Cebolla tierna,Cebolla tierna,Valencia,diciembre,Semana+50,"0,30 ","0,25"
211,03 Hortalizas,Col,Col china,Castellón,diciembre,Semana+50,"0,45 ","0,45 "
212,03 Hortalizas,Col,Col lombarda,Castellón,diciembre,Semana+50,"0,35 ","0,30"
213,03 Hortalizas,Col Brócoli,Col brócoli,Alicante,diciembre,Semana+50,"1,00 ","0,70"
214,03 Hortalizas,Col Brócoli,Col brócoli,Castellón,diciembre,Semana+50,"0,91 ","0,82"
215,03 Hortalizas,Col Brócoli,Col brocoli industria,Alicante,diciembre,Semana+50,"0,25 ","0,20"
216,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Alicante,diciembre,Semana+50,"0,25 ","0,14"
217,03 Hortalizas,Col Repollo,Col repollo hoja lisa,Valencia,diciembre,Semana+50,"0,18 ","0,12"
218,03 Hortalizas,Col Repollo,Col repollo hoja rizada,Castellón,diciembre,Semana+50,"0,35 ","0,25"
219,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Alicante,diciembre,Semana+50,"0,69 ","0,42"
220,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Castellón,diciembre,Semana+50,"0,72 ","0,40"
221,03 Hortalizas,Coliflor Blanca,Coliflor blanca,Valencia,diciembre,Semana+50,"0,63 ","0,52"
222,03 Hortalizas,Escarola,Escarola hoja ancha lisa,Alicante,diciembre,Semana+50,"0,30 ","0,28"
223,03 Hortalizas,Escarola,Escarola hoja ancha lisa,Castellón,diciembre,Semana+50,"0,30 ","0,30 "
224,03 Hortalizas,Escarola,Escarola hoja rizada,Alicante,diciembre,Semana+50,"0,40 ","0,30"
225,03 Hortalizas,Escarola,Escarola hoja rizada,Castellón,diciembre,Semana+50,"0,46 ","0,30"
226,03 Hortalizas,Escarola,Escarola hoja rizada,Valencia,diciembre,Semana+50,"0,50 ","0,50 "
227,03 Hortalizas,Escarola,Escarola industria,Castellón,diciembre,Semana+50,"0,35 ","0,30"
228,03 Hortalizas,Espinaca verde,Espinaca verde,Alicante,diciembre,Semana+50,"1,50 ","1,40"
229,03 Hortalizas,Espinaca verde,Espinaca verde,Valencia,diciembre,Semana+50,"1,29 ","1,07"
230,03 Hortalizas,Haba,Habas Muchamiel,Alicante,diciembre,Semana+50,"2,15 ","1,83"
231,03 Hortalizas,Judía Roja,Judía roja (roget),Castellón,diciembre,Semana+50,"2,80 ","2,70"
232,03 Hortalizas,Judía verde,Judías verdes Herradura,Castellón,diciembre,Semana+50,"3,00 ","2,80"
233,03 Hortalizas,Judía verde,Judías verdes Perona,Castellón,diciembre,Semana+50,"2,50 ","2,50 "
234,03 Hortalizas,Lechuga,Lechuga Iceberg,Alicante,diciembre,Semana+50,"0,57 ","0,43"
235,03 Hortalizas,Lechuga,Lechuga Little Gem,Alicante,diciembre,Semana+50,"0,35 ","0,25"
236,03 Hortalizas,Lechuga,Lechuga Maravilla,Castellón,diciembre,Semana+50,"0,40 ","0,28"
237,03 Hortalizas,Lechuga,Lechuga Mini Romana,Alicante,diciembre,Semana+50,"0,45 ","0,40"
238,03 Hortalizas,Lechuga,Lechuga Romana,Alicante,diciembre,Semana+50,"0,36 ","0,24"
239,03 Hortalizas,Lechuga,Lechuga Romana,Castellón,diciembre,Semana+50,"0,30 ","0,21"
240,03 Hortalizas,Lechuga,Lechuga Romana,Valencia,diciembre,Semana+50,"0,14 ","0,10"
241,03 Hortalizas,Lechuga,Lechuga Trocadero,Castellón,diciembre,Semana+50,"0,28 ","0,28 "
242,03 Hortalizas,Patata,Patata blanca,Alicante,diciembre,Semana+50,"0,58 ","0,09"
243,03 Hortalizas,Tomate,Tomate acostillado,Alicante,diciembre,Semana+50,"1,83 ","1,02"
244,03 Hortalizas,Tomate,Tomate Daniela,Alicante,diciembre,Semana+50,"1,14 ","1,03"
245,03 Hortalizas,Zanahoria,Zanahoria carlota,Alicante,diciembre,Semana+50,"0,16 ","0,14"
